id,name,position,league,team,season,gamesPlayed,timeOnIce,goals,assists,points,plusMinus,pim,ppGoals,ppAssists,ppPoints,ppTimeOnIce,shGoals,shAssists,shPoints,shTimeOnIce,gwg,faceoffs,faceoffWins,fights,fightWins,fightLosses,hits,giveaways,takeaways,shotsBlocked,shotsOnGoal,gameRating,offensiveGameRating,defensiveGameRating,rookie,advancedStats_PDO,advancedStats_GF60,advancedStats_GA60,advancedStats_SF60,advancedStats_SA60,advancedStats_CF,advancedStats_CA,advancedStats_CFPct,advancedStats_CFPctRel,advancedStats_FF,advancedStats_FA,advancedStats_FFPct,advancedStats_FFPctRel,pos,pos_broad
155,Derek Bohne Jr.,LD,0,MAN,53,6,4042,0,0,0,-2,2,0,0,0,0,0,0,0,45,NA,NA,NA,0,0,0,6,1,0,3,1,54,49,58,FALSE,95.9,0,1.8,25.2,44.1,56,90,38.4,-8.6,38,68,35.8,-10.8,Defense,Defense
160,Alex Winters,LW,0,MAN,53,6,7750,0,4,4,-1,2,0,1,1,509,0,0,0,0,NA,NA,NA,0,0,0,6,1,1,1,16,60,67,51,FALSE,100.1,1.5,2,24.4,32.8,94,118,44.3,-0.8,68,88,43.6,-0.7,Forward,Wing
163,Phineas Gold,RW,0,MAN,53,6,7272,0,3,3,-3,0,0,0,0,341,0,0,0,0,NA,NA,NA,0,0,0,5,0,0,2,3,53,58,45,FALSE,94.6,2.1,3.6,31.2,30.1,105,115,47.7,4.6,77,85,47.5,5.5,Forward,Wing
203,Anastasia O'Koivu,RW,0,MAN,53,6,5809,0,0,0,0,7,0,0,0,0,0,0,0,297,NA,NA,NA,1,0,1,3,0,1,4,11,55,58,51,FALSE,101,1.3,1.3,25.5,31.3,70,93,42.9,-2.6,51,72,41.5,-3.6,Forward,Wing
226,Austin Roenick,LW,0,MAN,53,6,7568,1,0,1,-1,2,1,0,1,509,0,0,0,0,NA,NA,NA,0,0,0,8,8,1,2,12,53,53,53,FALSE,100.3,1.5,2,24,33.7,90,117,43.5,-2.1,65,88,42.5,-2.4,Forward,Wing
550,Luca Vecceli,C,0,MAN,53,6,5732,0,2,2,1,0,0,0,0,0,0,0,0,415,NA,NA,NA,0,0,0,1,0,2,1,7,61,58,60,FALSE,103.5,1.4,0.7,24.4,32.5,63,92,40.6,-5.7,46,71,39.3,-6.5,Forward,Center
170,Perry Morgan,LD,0,NEW,53,11,14820,2,1,3,1,9,0,0,0,40,0,0,0,956,NA,NA,NA,1,1,0,38,6,3,20,18,67,52,78,FALSE,100.2,1.8,1.6,32.8,29.4,223,238,48.4,0.9,181,165,52.3,5.5,Defense,Defense
171,Maximilian Egger,LD,0,NEW,53,11,10275,1,6,7,-2,0,0,4,4,1672,0,0,0,428,NA,NA,NA,0,0,0,10,1,2,13,16,64,59,67,FALSE,98.6,2.2,3.1,26.4,31.7,116,134,46.4,-1.9,81,98,45.3,-4.8,Defense,Defense
172,Ensio Kalju,LD,0,NEW,53,11,15255,0,2,2,-6,2,0,0,0,609,0,0,0,662,NA,NA,NA,0,0,0,17,6,7,14,10,60,52,67,FALSE,95.7,1.5,3.1,30.1,32.7,214,226,48.6,1.3,158,169,48.3,-1.2,Defense,Defense
174,Dylan Karlsson,RD,0,NEW,53,11,8393,0,0,0,-2,0,0,0,0,0,0,0,0,133,NA,NA,NA,0,0,0,7,3,2,7,3,51,49,52,FALSE,99.2,2.2,3.1,25.3,32.3,114,136,45.6,-2.9,79,101,43.9,-6.6,Defense,Defense
175,Guy Zheng,RD,0,NEW,53,11,15332,0,3,3,1,2,0,0,0,652,0,0,0,631,NA,NA,NA,0,0,0,8,4,10,36,24,67,61,71,FALSE,100.6,1.8,1.5,32.8,31.3,224,251,47.2,-1.2,181,174,51,3.3,Defense,Defense
178,Eko van Otter,LW,0,NEW,53,11,13562,5,3,8,0,2,1,0,1,765,0,0,0,0,NA,NA,NA,0,0,0,6,5,4,5,40,65,71,55,FALSE,100,2.5,2.5,29.5,29.5,199,195,50.5,4.1,143,141,50.4,2,Forward,Wing
179,Dick Clapper,LW,0,NEW,53,11,15943,4,6,10,3,0,2,2,4,1516,0,0,0,768,NA,NA,NA,0,0,0,8,6,2,7,36,67,73,59,FALSE,101.6,2.1,1.3,36.9,31.9,243,229,51.5,6.2,193,171,53,7,Forward,Wing
181,Rafe Ulrich,LW,0,NEW,53,11,10433,0,1,1,-9,0,0,0,0,0,0,0,0,1082,NA,NA,NA,0,0,0,6,6,6,2,13,57,55,56,FALSE,90.1,0.4,3.8,21.2,32.7,105,173,37.8,-13.3,78,120,39.4,-12.6,Forward,Wing
184,Boris Poroshenko,C,0,NEW,53,11,14310,2,2,4,0,6,0,0,0,692,0,0,0,636,NA,NA,NA,0,0,0,31,5,1,17,30,64,65,60,FALSE,100,2.5,2.5,30.2,30.2,204,204,50,3.3,148,146,50.3,2,Forward,Center
185,Slap McShotty,C,0,NEW,53,11,15065,2,6,8,4,2,0,3,3,1516,0,0,0,0,NA,NA,NA,0,0,0,6,6,2,8,27,63,65,58,FALSE,102.5,2.1,1.1,35.9,31.1,238,224,51.5,6.2,188,167,53,6.7,Forward,Center
189,Gordie Boomhover,RW,0,NEW,53,11,9141,0,0,0,-8,4,0,0,0,73,0,0,0,0,NA,NA,NA,0,0,0,13,4,1,1,14,52,56,47,FALSE,90.9,0.4,3.6,21.4,32.6,102,165,38.2,-12.6,76,114,40,-11.7,Forward,Wing
191,Ola Wagstrom,RW,0,NEW,53,11,15010,7,6,13,5,4,5,1,6,1516,0,0,0,0,NA,NA,NA,0,0,0,8,4,4,12,44,71,72,68,FALSE,103.2,2.4,1.1,36,30.9,236,221,51.6,6.3,186,165,53,6.7,Forward,Wing
193,Anders Christiansen,RW,0,NEW,53,11,14650,1,3,4,-2,0,0,0,0,692,0,0,0,1082,NA,NA,NA,0,0,0,6,10,5,7,23,58,60,54,FALSE,98.4,2.5,3.1,29.6,30.5,199,202,49.6,2.7,145,147,49.7,0.9,Forward,Wing
236,Rex Kirkby,RD,0,NEW,53,11,15934,2,7,9,-5,16,0,5,5,1589,0,0,0,890,NA,NA,NA,0,0,0,13,6,10,29,30,68,57,77,FALSE,95.6,1.6,2.9,31.3,31,209,211,49.8,3,156,157,49.8,1.3,Defense,Defense
681,Jakub Bruchevsi,C,0,NEW,53,11,9361,0,0,0,-9,2,0,0,0,73,0,0,0,132,NA,NA,NA,0,0,0,3,2,1,6,14,53,54,50,FALSE,89.3,0.4,3.9,21.6,31.5,105,164,39,-11.5,77,113,40.5,-11,Forward,Center
269,Prince Devitt,RD,0,CGY,53,7,6145,1,2,3,-3,0,0,0,0,0,0,0,0,346,NA,NA,NA,0,0,0,8,3,0,1,6,49,51,45,FALSE,99.7,2.5,4.3,24.2,41,76,114,40,-11.1,54,88,38,-12.1,Defense,Defense
270,Oliver Klozoff,LD,0,CGY,53,7,6378,0,1,1,-2,2,0,0,0,0,0,0,0,529,NA,NA,NA,0,0,0,10,2,3,9,3,55,50,58,FALSE,100,3.1,4.9,25.9,41.2,77,117,39.7,-11.6,57,90,38.8,-11.2,Defense,Defense
271,Brennan Kennedy Jr.,LD,0,CGY,53,7,10521,1,3,4,4,4,0,1,1,969,0,0,0,338,NA,NA,NA,0,0,0,7,2,2,17,19,76,60,86,FALSE,104.4,3.5,1.6,33.6,25.8,151,128,54.1,9.1,109,97,52.9,9.3,Defense,Defense
273,Chico Smeb,LD,0,CGY,53,7,9807,1,2,3,-4,0,0,0,0,969,0,0,0,198,NA,NA,NA,0,0,0,4,0,2,9,18,68,61,74,FALSE,98.2,1.7,2.9,27.9,37.5,141,148,48.8,0.7,99,111,47.1,0.1,Defense,Defense
274,Bernik Vrzala,RD,0,CGY,53,7,9319,1,0,1,-3,2,0,0,0,291,0,0,0,373,NA,NA,NA,0,0,0,5,1,5,11,8,57,51,61,FALSE,98.4,1.7,2.9,28.3,38.7,140,154,47.6,-1.2,99,116,46,-1.6,Defense,Defense
276,Otis B. Driftwood,RD,0,CGY,53,7,10214,2,3,5,6,2,0,0,0,291,1,0,1,532,NA,NA,NA,0,0,0,26,0,8,9,9,64,56,68,FALSE,103.5,3.8,1.9,34.1,24.9,153,129,54.3,9.4,111,96,53.6,10.4,Defense,Defense
278,Mike Izzy,LW,0,CGY,53,7,8822,0,2,2,-3,9,0,0,0,348,0,0,0,393,NA,NA,NA,1,0,1,30,1,1,9,20,65,68,58,FALSE,96.9,0.4,1.8,24.5,36.1,102,144,41.5,-10.2,74,106,41.1,-8.8,Forward,Wing
279,Mikael Choybuk,RW,0,CGY,53,7,8624,4,3,7,1,4,1,0,1,912,0,0,0,0,NA,NA,NA,0,0,0,2,2,1,6,20,61,66,56,FALSE,102.7,4.2,3.3,35,35,129,135,48.9,0.8,99,104,48.8,2.7,Forward,Wing
284,Esa Parmborg,C,0,CGY,53,7,9154,3,4,7,2,2,0,0,0,348,0,1,1,539,NA,NA,NA,0,0,0,13,2,5,15,25,80,70,81,FALSE,101,3,2.6,31.8,30.5,135,123,52.3,6,97,93,51.1,6,Forward,Center
285,Barry Batsbak,C,0,CGY,53,7,9375,2,1,3,-2,0,0,1,1,912,0,0,0,192,NA,NA,NA,0,0,0,4,1,2,3,25,72,68,70,FALSE,100.3,1.7,2.2,27.4,35.7,115,138,45.5,-4.3,84,100,45.7,-2.1,Forward,Center
290,Atlas Rush,LW,0,CGY,53,7,7662,0,5,5,0,0,0,0,0,0,0,0,0,141,NA,NA,NA,0,0,0,29,4,1,2,10,59,64,49,FALSE,101.6,3.8,3.8,28.7,32.5,128,116,52.5,6,85,89,48.9,2.6,Forward,Wing
291,Maxime Bouchard,LW,0,CGY,53,7,9514,1,4,5,0,2,0,0,0,912,0,0,0,558,NA,NA,NA,0,0,0,11,5,6,7,22,63,69,56,FALSE,100.1,3.6,3.6,34.9,35.4,134,140,48.9,0.9,103,109,48.6,2.5,Forward,Wing
547,Joseph Weston,RW,0,CGY,53,7,7543,1,3,4,0,0,0,0,0,0,0,0,0,50,NA,NA,NA,0,0,0,7,2,2,1,8,53,59,46,TRUE,101.2,3.8,3.8,28.8,31.7,128,113,53.1,7,85,87,49.4,3.4,Forward,Wing
577,Alexei Rykov,RW,0,CGY,53,7,8067,1,1,2,-3,2,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,4,4,3,2,12,54,56,51,TRUE,96.4,0.4,1.8,25,33,105,136,43.6,-7,75,97,43.6,-5,Forward,Wing
612,Nicky Pedersen Jr.,C,0,CGY,53,7,8252,2,1,3,0,0,0,0,0,348,0,0,0,443,NA,NA,NA,0,0,0,9,5,1,5,22,60,61,54,FALSE,101,3.4,3.4,29.9,32.8,124,130,48.8,0.7,87,102,46,-1.5,Forward,Center
301,Karlstrasse Scholz,LD,0,EDM,53,17,26338,2,7,9,2,6,0,0,0,865,0,0,0,895,NA,NA,NA,0,0,0,26,6,15,34,44,78,67,84,FALSE,101,2.5,2.1,31.6,29.7,404,376,51.8,7.6,300,274,52.3,6.5,Defense,Defense
303,Brady McIntyre,LD,0,EDM,53,17,28300,2,7,9,-5,6,0,2,2,2706,0,0,0,1526,NA,NA,NA,0,0,0,24,8,12,48,54,79,60,89,FALSE,98.2,1.9,2.7,30.5,32.9,355,413,46.2,-1.7,278,297,48.3,0,Defense,Defense
304,FR Finn-Rhys,RD,0,EDM,53,17,26152,3,3,6,4,2,0,1,1,889,0,0,0,1089,NA,NA,NA,0,0,0,18,6,7,42,42,61,54,67,FALSE,101.2,2.5,1.9,31.9,28.9,401,360,52.7,8.9,298,261,53.3,8.1,Defense,Defense
306,Tor Tuck,RD,0,EDM,53,17,28019,2,2,4,-4,7,1,1,2,2533,0,0,0,1669,NA,NA,NA,1,0,1,33,15,8,51,38,56,51,60,FALSE,98.7,2.1,2.7,30.5,33.1,351,410,46.1,-1.9,274,294,48.2,-0.2,Defense,Defense
307,Jordan von Matt,RD,0,EDM,53,17,14759,0,1,1,-2,7,0,0,0,276,0,0,0,978,NA,NA,NA,1,0,1,10,5,1,33,14,53,50,56,FALSE,100.2,1.6,2.1,25.3,34.7,170,259,39.6,-9.8,129,194,39.9,-10.8,Defense,Defense
310,Tony Pepperoni,C,0,EDM,53,17,26662,5,15,20,4,6,2,2,4,2411,0,0,0,1504,NA,NA,NA,0,0,0,23,13,9,16,73,76,80,67,FALSE,101.3,2.5,2.1,31.2,30.1,363,356,50.5,5.1,275,259,51.5,5,Forward,Center
313,Hercules Rockefeller,LW,0,EDM,53,17,22172,6,4,10,-3,2,0,1,1,979,0,0,0,178,NA,NA,NA,0,0,0,23,16,5,22,52,58,62,53,FALSE,98.7,1.7,2.1,32.9,31.7,338,361,48.4,1.7,262,255,50.7,3.6,Forward,Wing
323,Julio Tokolosh,RW,0,EDM,53,17,26423,2,5,7,4,6,0,1,1,2411,1,0,1,1458,NA,NA,NA,0,0,0,18,8,12,27,53,65,67,61,FALSE,101.2,2.6,2.1,31.6,30.2,364,354,50.7,5.4,276,257,51.8,5.4,Forward,Wing
324,Barrett Blackwood,LW,0,EDM,53,17,24874,8,5,13,2,12,1,1,2,2411,0,0,0,87,NA,NA,NA,0,0,0,34,16,2,1,44,57,62,52,FALSE,100.9,2.4,2.1,31.2,30.4,358,355,50.2,4.7,271,257,51.3,4.7,Forward,Wing
326,James Truong,RW,0,EDM,53,17,23439,2,8,10,-6,2,0,1,1,1072,0,0,0,1000,NA,NA,NA,0,0,0,10,11,6,11,45,61,65,54,FALSE,97.6,1.7,2.5,32.3,33,338,376,47.3,0.1,262,272,49.1,1.1,Forward,Wing
355,Jon Forty-One,C,0,EDM,53,17,23664,5,4,9,-7,8,2,0,2,1072,0,0,0,981,NA,NA,NA,0,0,0,15,9,3,9,55,58,63,50,FALSE,96.9,1.7,2.7,32.7,32.7,343,379,47.5,0.4,266,273,49.4,1.6,Forward,Center
567,Danila Zhernov,LD,0,EDM,53,17,14214,1,3,4,-1,0,0,0,0,0,0,1,1,1057,NA,NA,NA,0,0,0,24,3,6,7,8,57,50,64,TRUE,100.1,1.6,2.2,25.2,34.2,164,250,39.6,-9.7,124,186,40,-10.6,Defense,Defense
584,Daniel Bischoff,RW,0,EDM,53,17,17528,1,3,4,-2,6,0,0,0,88,0,0,0,48,NA,NA,NA,0,0,0,10,8,3,7,24,55,56,52,TRUE,100.6,2.1,2.5,24.8,32.3,219,298,42.4,-6.7,162,220,42.4,-8.1,Forward,Wing
610,Jean-Paul Boivin,LW,0,EDM,53,17,18524,3,5,8,-1,6,0,0,0,88,0,0,0,970,NA,NA,NA,0,0,0,34,8,7,4,29,59,61,54,FALSE,101.5,2.1,2.3,24.3,32.4,218,294,42.6,-6.3,161,218,42.5,-7.9,Forward,Wing
618,Conor Tanner,C,0,EDM,53,17,18296,1,6,7,-2,2,0,0,0,54,0,1,1,920,NA,NA,NA,0,0,0,11,10,5,9,19,58,56,55,FALSE,100.9,2.1,2.5,24.7,33.3,218,298,42.2,-6.8,161,222,42,-8.6,Forward,Center
433,Simon LeBlanc,LD,0,LAP,53,11,15035,0,3,3,-2,2,0,0,0,36,0,0,0,990,NA,NA,NA,0,0,0,22,1,1,16,17,60,50,68,FALSE,97.4,2.6,3.1,31.9,29,238,204,53.8,-4,185,146,55.9,-0.3,Defense,Defense
435,Disisde Dayudie,LD,0,LAP,53,11,13067,2,3,5,5,2,0,0,0,0,0,1,1,402,NA,NA,NA,0,0,0,17,6,3,9,21,60,51,68,TRUE,103.2,2.8,1.7,33.3,31.8,213,195,52.2,-6.2,165,154,51.7,-6.4,Defense,Defense
437,Oliver Cleary,RD,0,LAP,53,11,16571,1,2,3,0,0,0,0,0,1598,0,0,0,461,NA,NA,NA,0,0,0,19,2,3,17,28,65,63,64,FALSE,96,3,3,38.5,25.3,270,197,57.8,2.1,216,137,61.2,8,Defense,Defense
438,Tony Ford,RD,0,LAP,53,11,15858,1,5,6,4,0,0,0,0,1598,0,0,0,742,NA,NA,NA,0,0,0,19,5,6,25,33,63,58,67,FALSE,102.6,2.1,1.1,33.8,28.5,253,189,57.2,1.1,181,148,55,-1.6,Defense,Defense
