id,name,position,league,team,season,gamesPlayed,minutes,wins,losses,ot,shotsAgainst,saves,goalsAgainst,gaa,shutouts,savePct,gameRating,rookie,pos,pos_broad
497,White Goodman,G,0,TEX,55,4,238,0,4,0,176,164,12,3.02,0,0.932,85,FALSE,Goalie,Goalie
596,A Jobin,G,0,HAM,55,12,724,5,7,0,380,342,38,3.15,2,0.9,71,TRUE,Goalie,Goalie
738,"Olli Saarinen, Jr",G,0,NOL,55,1,0,0,0,0,0,0,0,0,0,0,50,FALSE,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,55,17,1031,12,5,0,440,408,32,1.86,3,0.927,76,FALSE,Goalie,Goalie
33,Tibuk Soonika,G,0,CHI,56,16,970,11,3,2,499,462,37,2.29,2,0.926,80,FALSE,Goalie,Goalie
35,Billy Sorokin,G,0,WPG,56,1,42,0,0,0,30,28,2,2.8,0,0.933,72,FALSE,Goalie,Goalie
66,Elle Rush,G,0,CGY,56,1,47,0,0,0,32,30,2,2.54,0,0.938,77,FALSE,Goalie,Goalie
101,Eddy Ask Jr.,G,0,EDM,56,1,1,0,0,0,1,0,1,9.99,0,0,39,FALSE,Goalie,Goalie
102,Junior Guarda,G,0,HAM,56,1,28,0,1,0,10,9,1,2.11,0,0.9,48,FALSE,Goalie,Goalie
132,Peter Larson,G,0,MAN,56,6,389,2,3,1,228,208,20,3.08,0,0.912,73,FALSE,Goalie,Goalie
264,Kata Vilde,G,0,CGY,56,6,310,2,4,0,207,185,22,4.25,0,0.894,69,FALSE,Goalie,Goalie
297,Emiko Spector,G,0,EDM,56,19,1146,11,8,0,626,575,51,2.67,1,0.919,74,FALSE,Goalie,Goalie
429,Knox Booth,G,0,LAP,56,5,299,1,4,0,235,211,24,4.81,0,0.898,76,FALSE,Goalie,Goalie
463,Aleister Cain,G,0,NOL,56,5,299,1,4,0,211,190,21,4.21,0,0.9,68,FALSE,Goalie,Goalie
497,White Goodman,G,0,TEX,56,4,239,0,4,0,164,148,16,4.01,0,0.902,72,FALSE,Goalie,Goalie
565,Strom Chamberlain,G,0,WPG,56,5,255,1,4,0,211,189,22,5.16,0,0.896,73,FALSE,Goalie,Goalie
596,A Jobin,G,0,HAM,56,18,1091,12,3,2,510,463,47,2.58,2,0.908,71,FALSE,Goalie,Goalie
627,Mike Hroch,G,0,ATL,56,1,50,0,0,0,25,20,5,5.97,0,0.8,38,FALSE,Goalie,Goalie
629,Frans Eller,G,0,NEW,56,6,356,2,4,0,299,275,24,4.03,1,0.92,80,FALSE,Goalie,Goalie
630,Samat Beibitzhanov,G,0,ATL,56,11,633,6,4,1,401,363,38,3.6,0,0.905,70,TRUE,Goalie,Goalie
693,Alexander Thorstrom,G,0,NEW,56,1,2,0,0,0,3,3,0,0,0,0.999,58,FALSE,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,56,23,1426,13,8,2,759,691,68,2.86,1,0.91,73,FALSE,Goalie,Goalie
33,Tibuk Soonika,G,0,CHI,57,24,1499,16,6,2,709,642,67,2.68,1,0.906,70,FALSE,Goalie,Goalie
132,Peter Larson,G,0,MAN,57,7,450,3,2,2,319,297,22,2.93,0,0.931,87,FALSE,Goalie,Goalie
264,Kata Vilde,G,0,CGY,57,6,331,2,4,0,179,161,18,3.26,0,0.899,67,FALSE,Goalie,Goalie
297,Emiko Spector,G,0,EDM,57,7,375,3,4,0,211,191,20,3.2,0,0.905,70,FALSE,Goalie,Goalie
429,Knox Booth,G,0,LAP,57,6,360,2,3,1,182,167,15,2.49,1,0.918,75,FALSE,Goalie,Goalie
463,Aleister Cain,G,0,NOL,57,5,305,1,3,1,257,240,17,3.34,0,0.934,89,FALSE,Goalie,Goalie
564,Leo Bloomfield,G,0,NEW,57,1,13,0,0,0,11,11,0,0,0,0.999,69,TRUE,Goalie,Goalie
565,Strom Chamberlain,G,0,WPG,57,18,1089,9,6,3,678,636,42,2.31,1,0.938,85,FALSE,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,57,5,309,1,3,1,171,154,17,3.3,0,0.901,68,FALSE,Goalie,Goalie
596,A Jobin,G,0,HAM,57,14,859,9,3,2,364,324,40,2.79,0,0.89,66,FALSE,Goalie,Goalie
627,Mike Hroch,G,0,ATL,57,1,3,0,0,0,2,2,0,0,0,0.999,49,TRUE,Goalie,Goalie
629,Frans Eller,G,0,NEW,57,5,285,1,4,0,262,240,22,4.62,0,0.916,87,FALSE,Goalie,Goalie
630,Samat Beibitzhanov,G,0,ATL,57,10,594,4,6,0,384,350,34,3.43,1,0.911,81,FALSE,Goalie,Goalie
660,Monty Montgomery,G,0,EDM,57,1,44,0,0,0,24,23,1,1.35,0,0.958,71,FALSE,Goalie,Goalie
661,Cale Amundsen,G,0,CGY,57,1,27,0,0,0,18,16,2,4.36,0,0.889,57,TRUE,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,57,17,1039,11,6,0,504,465,39,2.25,1,0.923,76,FALSE,Goalie,Goalie
36,Name Redacted,G,0,MAN,58,5,297,1,4,0,186,170,16,3.22,0,0.914,76,FALSE,Goalie,Goalie
67,Geezus Kryyst,G,0,SFP,58,2,42,0,0,0,36,33,3,4.26,0,0.917,63,FALSE,Goalie,Goalie
99,Harry Carpet,G,0,TOR,58,19,1099,11,6,2,488,445,43,2.35,3,0.912,70,FALSE,Goalie,Goalie
100,Peter Ramsay,G,0,EDM,58,12,727,7,5,0,376,340,36,2.97,0,0.904,69,TRUE,Goalie,Goalie
232,Luca Del Vecchio,G,0,BAP,58,5,310,1,3,1,266,248,18,3.48,0,0.932,90,FALSE,Goalie,Goalie
264,Kata Vilde,G,0,CGY,58,5,310,1,2,2,218,198,20,3.86,1,0.908,72,FALSE,Goalie,Goalie
429,Knox Booth,G,0,LAP,58,6,371,2,3,1,212,197,15,2.42,1,0.929,78,FALSE,Goalie,Goalie
497,White Goodman,G,0,TEX,58,8,444,4,3,0,241,223,18,2.43,2,0.925,76,FALSE,Goalie,Goalie
563,Scoochie Stratton,G,0,TOR,58,1,40,0,0,0,26,21,5,7.44,0,0.808,31,FALSE,Goalie,Goalie
565,Strom Chamberlain,G,0,WPG,58,4,239,0,4,0,203,190,13,3.26,0,0.936,96,FALSE,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,58,6,293,3,2,0,197,182,15,3.07,0,0.924,72,FALSE,Goalie,Goalie
596,A Jobin,G,0,HAM,58,19,1156,12,6,1,627,575,52,2.7,0,0.917,76,FALSE,Goalie,Goalie
630,Samat Beibitzhanov,G,0,ATL,58,11,671,5,6,0,358,325,33,2.95,0,0.908,70,FALSE,Goalie,Goalie
661,Cale Amundsen,G,0,CGY,58,1,3,0,0,0,1,1,0,0,0,0.999,50,FALSE,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,58,21,1252,13,7,0,549,497,52,2.49,1,0.905,69,FALSE,Goalie,Goalie
1091,Sergei Potvinov,G,0,BUF,58,1,23,0,1,0,9,6,3,7.62,0,0.667,32,FALSE,Goalie,Goalie
1268,Nicolae Antonescu,G,0,SFP,58,7,378,3,4,0,325,301,24,3.81,0,0.926,86,TRUE,Goalie,Goalie
67,Geezus Kryyst,G,0,SFP,59,1,45,0,0,0,38,36,2,2.65,0,0.947,93,FALSE,Goalie,Goalie
134,Phillip Weaver,G,0,TBB,59,5,227,1,4,0,188,170,18,4.74,0,0.904,66,FALSE,Goalie,Goalie
135,Mat Smith,G,0,CHI,59,16,1011,9,6,1,483,438,45,2.67,3,0.907,67,TRUE,Goalie,Goalie
232,Luca Del Vecchio,G,0,BAP,59,5,299,1,4,0,242,225,17,3.41,0,0.93,86,FALSE,Goalie,Goalie
264,Kata Vilde,G,0,CGY,59,6,414,2,4,0,286,264,22,3.19,0,0.923,79,FALSE,Goalie,Goalie
429,Knox Booth,G,0,LAP,59,6,362,2,4,0,269,245,24,3.97,0,0.911,75,FALSE,Goalie,Goalie
497,White Goodman,G,0,TEX,59,1,29,0,0,0,15,14,1,2.03,0,0.933,62,FALSE,Goalie,Goalie
563,Scoochie Stratton,G,0,EDM,59,10,599,4,5,1,410,375,35,3.5,0,0.915,83,FALSE,Goalie,Goalie
566,Thor Odinson,G,0,SEA,59,10,623,4,5,1,347,314,33,3.18,0,0.905,73,FALSE,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,59,16,970,12,3,1,517,483,34,2.1,2,0.934,85,FALSE,Goalie,Goalie
596,A Jobin,G,0,HAM,59,11,681,7,4,0,342,309,33,2.9,1,0.904,72,FALSE,Goalie,Goalie
627,Mike Hroch,G,0,ATL,59,1,7,0,0,0,8,7,1,8.07,0,0.875,48,FALSE,Goalie,Goalie
630,Samat Beibitzhanov,G,0,ATL,59,4,234,0,3,1,187,166,21,5.38,0,0.888,71,FALSE,Goalie,Goalie
661,Cale Amundsen,G,0,CGY,59,1,8,0,0,0,6,5,1,6.83,0,0.833,47,FALSE,Goalie,Goalie
663,Tobias Lindeman,G,0,TBB,59,2,72,0,0,0,63,54,9,7.5,0,0.857,47,FALSE,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,59,19,1160,13,3,3,624,574,50,2.58,3,0.92,75,FALSE,Goalie,Goalie
837,Shiqa Vitalievich,G,0,CHI,59,1,12,0,0,0,10,10,0,0,0,0.999,69,FALSE,Goalie,Goalie
1268,Nicolae Antonescu,G,0,SFP,59,6,338,2,3,1,221,201,20,3.54,0,0.91,72,FALSE,Goalie,Goalie
1409,Keisuke Suzuki,G,0,EDM,59,1,3,0,0,0,0,0,0,0,0,0,48,FALSE,Goalie,Goalie
66,Elle Rush,G,0,TEX,60,1,45,0,0,0,18,17,1,1.33,0,0.944,73,FALSE,Goalie,Goalie
67,Geezus Kryyst,G,0,SFP,60,1,47,0,0,0,45,41,4,5.07,0,0.911,66,FALSE,Goalie,Goalie
99,Harry Carpet,G,0,TOR,60,4,238,0,3,1,181,165,16,4.03,0,0.912,75,FALSE,Goalie,Goalie
132,Peter Larson,G,0,PHI,60,3,45,0,0,0,28,26,2,2.65,0,0.929,57,FALSE,Goalie,Goalie
134,Phillip Weaver,G,0,TBB,60,4,226,0,4,0,117,100,17,4.51,0,0.855,48,FALSE,Goalie,Goalie
135,Mat Smith,G,0,CHI,60,23,1329,15,7,1,750,689,61,2.75,1,0.919,73,FALSE,Goalie,Goalie
232,Luca Del Vecchio,G,0,BAP,60,12,720,6,6,0,411,375,36,3,0,0.912,75,FALSE,Goalie,Goalie
264,Kata Vilde,G,0,CGY,60,7,441,5,2,0,223,203,20,2.72,0,0.91,71,FALSE,Goalie,Goalie
331,Markus Tegernako,G,0,MIN,60,4,238,0,4,0,185,165,20,5.03,0,0.892,69,FALSE,Goalie,Goalie
429,Knox Booth,G,0,LAP,60,6,356,2,4,0,226,212,14,2.36,1,0.938,83,FALSE,Goalie,Goalie
563,Scoochie Stratton,G,0,PHI,60,6,314,2,4,0,249,226,23,4.39,0,0.908,76,FALSE,Goalie,Goalie
564,Leo Bloomfield,G,0,NEW,60,3,150,1,2,0,128,119,9,3.58,0,0.93,74,FALSE,Goalie,Goalie
566,Thor Odinson,G,0,SEA,60,7,450,3,2,2,294,273,21,2.8,0,0.929,81,FALSE,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,60,9,493,5,4,0,234,213,21,2.55,2,0.91,71,FALSE,Goalie,Goalie
596,A Jobin,G,0,HAM,60,10,599,6,4,0,334,304,30,3,1,0.91,76,FALSE,Goalie,Goalie
627,Mike Hroch,G,0,ATL,60,2,36,0,0,0,18,18,0,0,0,0.999,60,FALSE,Goalie,Goalie
629,Frans Eller,G,0,NEW,60,3,164,0,2,0,151,131,20,7.28,0,0.868,58,FALSE,Goalie,Goalie
630,Samat Beibitzhanov,G,0,ATL,60,14,809,8,5,1,526,485,41,3.04,1,0.922,81,FALSE,Goalie,Goalie
661,Cale Amundsen,G,0,CGY,60,11,611,5,4,1,398,370,28,2.75,1,0.93,81,FALSE,Goalie,Goalie
663,Tobias Lindeman,G,0,TBB,60,1,11,0,0,0,9,7,2,9.99,0,0.778,42,FALSE,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,60,22,1337,16,4,2,609,564,45,2.02,3,0.926,76,FALSE,Goalie,Goalie
1001,Abroop Dhami,G,0,EDM,60,2,11,0,0,0,5,5,0,0,0,0.999,53,TRUE,Goalie,Goalie
1268,Nicolae Antonescu,G,0,SFP,60,5,252,1,4,0,206,186,20,4.76,0,0.903,72,FALSE,Goalie,Goalie
1374,Tyler Ward,G,0,EDM,60,10,588,4,6,0,336,302,34,3.47,1,0.899,68,TRUE,Goalie,Goalie
1409,Keisuke Suzuki,G,0,CHI,60,2,56,0,0,0,36,35,1,1.06,0,0.972,71,FALSE,Goalie,Goalie
99,Harry Carpet,G,0,TOR,61,5,334,1,2,2,214,201,13,2.33,1,0.939,87,FALSE,Goalie,Goalie
135,Mat Smith,G,0,CHI,61,11,656,7,4,0,312,283,29,2.65,0,0.907,67,FALSE,Goalie,Goalie
232,Luca Del Vecchio,G,0,BAP,61,18,1121,10,7,1,676,626,50,2.68,1,0.926,83,FALSE,Goalie,Goalie
429,Knox Booth,G,0,LAP,61,5,306,1,4,0,223,202,21,4.11,0,0.906,76,FALSE,Goalie,Goalie
563,Scoochie Stratton,G,0,PHI,61,6,358,2,4,0,230,213,17,2.84,0,0.926,79,FALSE,Goalie,Goalie
564,Leo Bloomfield,G,0,NEW,61,4,225,0,4,0,216,189,27,7.18,0,0.875,69,FALSE,Goalie,Goalie
565,Strom Chamberlain,G,0,TBB,61,13,749,7,4,2,408,373,35,2.8,0,0.914,74,FALSE,Goalie,Goalie
566,Thor Odinson,G,0,SEA,61,5,310,1,2,2,166,151,15,2.9,0,0.91,71,FALSE,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,61,19,1145,12,7,0,585,541,44,2.3,2,0.925,82,FALSE,Goalie,Goalie
596,A Jobin,G,0,HAM,61,19,1151,16,2,1,487,458,29,1.51,5,0.94,80,FALSE,Goalie,Goalie
630,Samat Beibitzhanov,G,0,ATL,61,4,240,0,4,0,243,226,17,4.25,0,0.93,88,FALSE,Goalie,Goalie
661,Cale Amundsen,G,0,CGY,61,10,629,5,3,2,360,335,25,2.38,0,0.931,82,FALSE,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,61,9,538,5,4,0,285,263,22,2.45,1,0.923,79,FALSE,Goalie,Goalie
903,Steven Vassallo,G,0,TBB,61,2,36,0,0,0,18,16,2,3.25,0,0.889,51,FALSE,Goalie,Goalie
1268,Nicolae Antonescu,G,0,SFP,61,4,237,0,4,0,171,153,18,4.55,0,0.895,73,FALSE,Goalie,Goalie
1374,Tyler Ward,G,0,EDM,61,14,884,8,4,2,515,478,37,2.51,0,0.928,84,FALSE,Goalie,Goalie
1377,Matvei Stevlaco,G,0,EDM,61,1,0,0,0,0,0,0,0,0,0,0,50,FALSE,Goalie,Goalie
1641,Ryan Aaron,G,0,BAP,61,1,10,0,0,0,6,4,2,9.99,0,0.667,36,FALSE,Goalie,Goalie
1739,Hugo Gronroos,G,0,MIN,61,4,239,0,4,0,197,181,16,4.01,0,0.919,83,FALSE,Goalie,Goalie
1901,Benjamin Blue-II,G,0,NEW,61,1,13,0,0,0,2,1,1,4.53,0,0.5,41,FALSE,Goalie,Goalie
67,Geezus Kryyst,G,0,TBB,62,2,28,0,0,0,19,16,3,6.38,0,0.842,49,FALSE,Goalie,Goalie
99,Harry Carpet,G,0,TOR,62,4,239,0,4,0,202,184,18,4.51,0,0.911,84,FALSE,Goalie,Goalie
135,Mat Smith,G,0,CHI,62,10,602,6,3,1,289,261,28,2.79,1,0.903,67,FALSE,Goalie,Goalie
232,Luca Del Vecchio,G,0,BAP,62,15,896,8,7,0,487,454,33,2.21,2,0.932,81,FALSE,Goalie,Goalie
563,Scoochie Stratton,G,0,PHI,62,6,369,2,2,2,269,244,25,4.06,0,0.907,72,FALSE,Goalie,Goalie
564,Leo Bloomfield,G,0,NEW,62,6,368,2,4,0,295,276,19,3.09,0,0.936,88,FALSE,Goalie,Goalie
565,Strom Chamberlain,G,0,TBB,62,12,700,6,6,0,403,367,36,3.09,1,0.911,75,FALSE,Goalie,Goalie
566,Thor Odinson,G,0,SEA,62,12,695,5,5,2,410,369,41,3.54,0,0.9,71,FALSE,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,62,24,1485,16,5,3,743,692,51,2.06,2,0.931,78,FALSE,Goalie,Goalie
596,A Jobin,G,0,HAM,62,22,1343,15,6,1,552,502,50,2.23,5,0.909,69,FALSE,Goalie,Goalie
630,Samat Beibitzhanov,G,0,ATL,62,5,297,1,4,0,208,191,17,3.43,0,0.918,83,FALSE,Goalie,Goalie
661,Cale Amundsen,G,0,CGY,62,7,428,3,3,1,304,277,27,3.78,0,0.911,78,FALSE,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,62,9,537,5,4,0,324,298,26,2.9,1,0.92,80,FALSE,Goalie,Goalie
849,Olof Karsikko,G,0,LAP,62,17,1045,10,5,2,524,484,40,2.3,3,0.924,75,TRUE,Goalie,Goalie
995,Valtteri Aalto,G,0,MIN,62,1,5,0,0,0,6,6,0,0,0,0.999,57,TRUE,Goalie,Goalie
1268,Nicolae Antonescu,G,0,SFP,62,6,348,2,4,0,236,210,26,4.48,0,0.89,68,FALSE,Goalie,Goalie
1374,Tyler Ward,G,0,EDM,62,4,243,0,3,1,205,188,17,4.19,0,0.917,82,FALSE,Goalie,Goalie
1484,Senji Seteki,G,0,SFP,62,1,10,0,0,0,8,7,1,5.78,0,0.875,51,TRUE,Goalie,Goalie
1739,Hugo Gronroos,G,0,MIN,62,5,301,1,4,0,263,243,20,3.98,0,0.924,86,FALSE,Goalie,Goalie
1754,Ragnar-Alexandre Ragnarsson-Tremblay,G,0,SEA,62,1,43,0,0,0,23,21,2,2.78,0,0.913,66,FALSE,Goalie,Goalie
99,Harry Carpet,G,0,TOR,63,5,318,1,2,2,226,208,18,3.39,0,0.92,82,FALSE,Goalie,Goalie
135,Mat Smith,G,0,CHI,63,14,870,9,4,1,398,374,24,1.66,4,0.94,80,FALSE,Goalie,Goalie
232,Luca Del Vecchio,G,0,BAP,63,17,1062,10,7,0,461,424,37,2.09,2,0.92,72,FALSE,Goalie,Goalie
465,Zhen Roza,G,0,CGY,63,6,363,2,3,1,235,209,26,4.29,0,0.889,71,FALSE,Goalie,Goalie
563,Scoochie Stratton,G,0,PHI,63,6,431,2,2,2,297,280,17,2.37,1,0.943,92,FALSE,Goalie,Goalie
564,Leo Bloomfield,G,0,NEW,63,5,295,1,3,1,268,247,21,4.26,0,0.922,82,FALSE,Goalie,Goalie
565,Strom Chamberlain,G,0,TBB,63,13,808,6,5,2,492,449,43,3.19,0,0.913,78,FALSE,Goalie,Goalie
566,Thor Odinson,G,0,PHI,63,1,0,0,0,0,1,1,0,0,0,0.999,52,FALSE,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,63,9,564,5,4,0,231,206,25,2.66,1,0.892,64,FALSE,Goalie,Goalie
596,A Jobin,G,0,HAM,63,25,1603,16,6,3,736,686,50,1.87,3,0.932,77,FALSE,Goalie,Goalie
630,Samat Beibitzhanov,G,0,ATL,63,7,399,3,4,0,228,205,23,3.46,0,0.899,68,FALSE,Goalie,Goalie
661,Cale Amundsen,G,0,SEA,63,12,736,6,4,2,381,348,33,2.69,3,0.913,70,FALSE,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,63,12,759,7,4,1,431,399,32,2.53,1,0.926,79,FALSE,Goalie,Goalie
849,Olof Karsikko,G,0,LAP,63,22,1416,14,8,0,706,658,48,2.03,4,0.932,80,FALSE,Goalie,Goalie
1000,Edward Teach,G,0,TEX,63,2,10,0,0,0,2,1,1,5.99,0,0.5,43,FALSE,Goalie,Goalie
1268,Nicolae Antonescu,G,0,SFP,63,5,389,1,3,1,226,206,20,3.08,0,0.912,77,FALSE,Goalie,Goalie
1330,Evgeni Petrov,G,0,ATL,63,1,50,0,0,0,24,21,3,3.54,0,0.875,57,FALSE,Goalie,Goalie
1413,Jon St. Ark,G,0,NOL,63,4,237,0,4,0,162,148,14,3.53,0,0.914,78,FALSE,Goalie,Goalie
1484,Senji Seteki,G,0,EDM,63,4,242,0,3,1,203,188,15,3.72,0,0.926,83,FALSE,Goalie,Goalie
1901,Benjamin Blue-II,G,0,NEW,63,1,42,0,0,0,27,25,2,2.81,0,0.926,69,FALSE,Goalie,Goalie
2259,Monster The Doctor,G,0,LAP,63,1,5,0,0,0,3,3,0,0,0,0.999,54,FALSE,Goalie,Goalie
67,Geezus Kryyst,G,0,TBB,64,1,42,0,0,0,24,19,5,7.08,0,0.792,33,FALSE,Goalie,Goalie
99,Harry Carpet,G,0,TOR,64,5,246,1,4,0,250,229,21,5.11,0,0.916,77,FALSE,Goalie,Goalie
135,Mat Smith,G,0,CHI,64,23,1427,16,5,2,751,689,62,2.61,1,0.917,74,FALSE,Goalie,Goalie
232,Luca Del Vecchio,G,0,BAP,64,11,655,6,5,0,295,266,29,2.65,1,0.902,71,FALSE,Goalie,Goalie
563,Scoochie Stratton,G,0,PHI,64,3,173,0,3,0,132,123,9,3.11,0,0.932,87,FALSE,Goalie,Goalie
565,Strom Chamberlain,G,0,TBB,64,4,193,0,4,0,110,97,13,4.02,0,0.882,62,FALSE,Goalie,Goalie
566,Thor Odinson,G,0,PHI,64,2,64,0,1,0,53,51,2,1.85,0,0.962,73,FALSE,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,64,13,836,7,4,2,447,408,39,2.8,0,0.913,74,FALSE,Goalie,Goalie
596,A Jobin,G,0,HAM,64,17,1032,10,5,2,639,590,49,2.85,0,0.923,81,FALSE,Goalie,Goalie
630,Samat Beibitzhanov,G,0,ATL,64,2,42,0,1,0,29,25,4,5.69,0,0.862,48,FALSE,Goalie,Goalie
741,Iorek Byrnison,G,0,NOL,64,1,0,0,0,0,0,0,0,0,0,0,50,FALSE,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,64,11,658,7,4,0,353,320,33,3.01,1,0.907,77,FALSE,Goalie,Goalie
849,Olof Karsikko,G,0,LAP,64,12,758,6,4,2,344,319,25,1.98,0,0.927,76,FALSE,Goalie,Goalie
905,Richard Majors,G,0,MTL,64,1,7,0,0,0,1,1,0,0,0,0.999,48,FALSE,Goalie,Goalie
991,Skating Dino,G,0,BUF,64,1,8,0,0,0,3,3,0,0,0,0.999,51,FALSE,Goalie,Goalie
1097,Damien Vertigo,G,0,MTL,64,4,232,0,4,0,194,175,19,4.9,0,0.902,73,FALSE,Goalie,Goalie
1142,Vincent Mietitore,G,0,WPG,64,4,183,0,3,0,155,138,17,5.57,0,0.89,65,FALSE,Goalie,Goalie
1268,Nicolae Antonescu,G,0,SFP,64,20,1229,11,9,0,811,751,60,2.93,1,0.926,83,FALSE,Goalie,Goalie
1330,Evgeni Petrov,G,0,ATL,64,21,1244,13,7,0,851,790,61,2.94,0,0.928,82,FALSE,Goalie,Goalie
1374,Tyler Ward,G,0,EDM,64,6,376,2,3,1,265,250,15,2.39,0,0.943,91,FALSE,Goalie,Goalie
1413,Jon St. Ark,G,0,NOL,64,6,377,2,3,1,302,280,22,3.5,0,0.927,85,FALSE,Goalie,Goalie
1901,Benjamin Blue-II,G,0,WPG,64,1,56,0,1,0,50,43,7,7.39,0,0.86,50,FALSE,Goalie,Goalie
2179,Lord Skrolk,G,0,CHI,64,2,24,0,0,0,13,13,0,0,0,0.999,60,FALSE,Goalie,Goalie
2352,Yanno Rosejac,G,0,TOR,64,1,52,0,0,0,41,37,4,4.61,0,0.902,72,TRUE,Goalie,Goalie
2357,Willie Miller,G,0,SEA,64,7,419,3,4,0,202,178,24,3.43,0,0.881,61,TRUE,Goalie,Goalie
2451,Podan Podanovic,G,0,TEX,64,1,4,0,0,0,3,3,0,0,0,0.999,53,FALSE,Goalie,Goalie
36,Name Redacted,G,0,MAN,65,5,299,1,4,0,281,258,23,4.6,0,0.918,86,FALSE,Goalie,Goalie
