id,league,season,name,team,screening,gettingOpen,passing,puckhandling,shootingAccuracy,shootingRange,offensiveRead,checking,hitting,positioning,stickchecking,shotBlocking,faceoffs,defensiveRead,acceleration,agility,balance,speed,stamina,strength,fighting,aggression,bravery,determination,teamPlayer,leadership,temperament,professionalism,position,appliedTPE,pos,pos_broad
75,0,53,Gabriel Johnson,HAM,5,18,18,18,12,12,17,15,11,14,15,12,5,16,16,16,15,13,15,15,5,5,9,15,15,15,15,15,RD,988,Defense,Defense
76,0,53,Samuel Michaud,HAM,5,14,15,16,9,14,14,17,14,13,15,11,5,17,15,10,16,10,15,16,5,5,9,15,15,15,15,15,LD,699,Defense,Defense
78,0,53,Dale Miller,HAM,9,15,15,16,13,8,16,17,9,13,15,5,5,17,13,13,17,12,15,16,5,5,9,15,15,15,15,15,LW,730,Forward,Wing
79,0,53,Jagger Fouquette,HAM,9,13,13,13,11,8,13,16,13,10,16,5,5,16,13,10,15,13,14,14,5,5,5,15,15,15,15,15,LW,426,Forward,Wing
84,0,53,Robert Phelps,HAM,12,18,15,17,17,11,17,15,9,13,15,9,9,15,15,15,17,16,15,16,5,5,12,15,15,15,15,15,RW,987,Forward,Wing
86,0,53,Aaron Wilson,HAM,14,18,17,18,12,9,17,17,15,10,17,5,13,17,13,11,17,15,15,19,5,5,8,15,15,15,15,15,C,1239,Forward,Center
87,0,53,Skao Anazibf,HAM,9,15,16,16,13,9,15,17,9,12,15,5,11,17,10,10,16,10,15,16,5,5,9,15,15,15,15,15,C,673,Forward,Center
98,0,53,Hugh Jazz,HAM,9,15,16,16,13,9,17,17,9,15,17,5,5,17,12,12,16,12,15,16,5,5,9,15,15,15,15,15,RW,825,Forward,Wing
104,0,53,Andrei Petrikov,TOR,8,12,13,11,11,8,13,11,5,12,13,9,9,13,13,13,10,13,12,10,5,5,12,15,15,15,15,15,LW,198,Forward,Wing
108,0,53,Kalevi Karhunen,TOR,4,9,11,15,7,12,11,15,13,13,12,12,4,13,12,10,12,10,13,11,4,7,11,15,15,15,15,15,RD,243,Defense,Defense
109,0,53,Donny McMaster,TOR,5,10,13,13,8,11,12,13,11,13,13,13,5,13,11,10,13,11,13,14,5,5,5,15,15,15,15,15,LD,222,Defense,Defense
112,0,53,Joseph Laraque,TOR,9,12,11,13,14,8,12,14,10,13,13,9,8,13,12,12,13,13,13,10,5,9,13,15,15,15,15,15,LW,264,Forward,Wing
113,0,53,Lyndis Vakarian,TOR,7,11,15,13,12,7,14,11,5,12,15,10,8,14,14,14,12,14,12,10,5,7,12,15,15,15,15,15,RW,324,Forward,Wing
115,0,53,Cal Clucker,TOR,5,8,12,14,8,9,11,13,9,15,14,15,5,15,12,11,15,12,13,13,5,5,12,15,15,15,15,15,RD,334,Defense,Defense
118,0,53,Jan Zacha,TOR,5,11,15,14,11,8,14,12,5,12,12,12,13,13,14,14,11,11,14,7,5,5,12,15,15,15,15,15,C,300,Forward,Center
122,0,53,Mika Kandinsky,TOR,12,15,15,16,15,7,18,16,10,16,16,10,14,18,14,14,15,14,15,14,4,4,11,15,15,15,15,15,C,907,Forward,Center
130,0,53,Bobby Lane,TOR,10,16,15,16,16,9,17,11,9,13,14,7,7,14,15,15,15,15,15,14,5,7,13,15,15,15,15,15,RW,674,Forward,Wing
136,0,53,Andrej Doskocil,MAN,7,12,15,15,9,12,13,16,13,17,13,17,5,18,15,15,16,15,16,16,5,12,15,15,15,15,15,15,LD,920,Defense,Defense
137,0,53,Reginald MacIntyre,MAN,10,14,14,17,10,12,14,16,17,17,13,15,5,17,13,12,16,14,15,19,5,10,14,15,15,15,15,15,LD,993,Defense,Defense
142,0,53,David Vent,MAN,5,15,15,17,12,16,17,16,11,15,15,15,5,15,15,15,14,15,15,15,5,9,15,15,15,15,15,15,RD,857,Defense,Defense
143,0,53,Barret McCarthy,MAN,5,16,18,17,12,14,19,15,14,17,15,16,5,19,17,17,16,17,17,13,5,8,15,15,15,15,15,15,RD,1484,Defense,Defense
144,0,53,Craig Finley,MAN,5,10,13,15,9,12,13,16,13,16,15,16,5,16,13,10,14,14,15,13,5,5,10,15,15,15,15,15,RD,549,Defense,Defense
145,0,53,Tokek Takshak,SFP,5,5,12,15,8,10,8,17,15,15,12,12,5,16,15,13,15,12,12,12,10,10,14,15,15,15,15,15,RD,494,Defense,Defense
146,0,53,Rainbow Dash,MAN,11,17,17,15,16,12,17,11,10,15,14,7,5,16,16,15,15,16,15,12,5,7,15,15,15,15,15,15,LW,863,Forward,Wing
147,0,53,Luke Thomason,MAN,15,17,17,18,18,12,20,13,13,15,15,9,16,17,19,17,15,19,16,13,5,7,15,15,15,15,15,15,C,1665,Forward,Center
148,0,53,David Kastrba,MAN,16,13,16,16,14,8,16,17,16,17,15,10,5,16,16,14,14,17,15,16,5,10,16,15,15,15,15,15,LW,1071,Forward,Wing
152,0,53,Goku Muerto,WPG,11,18,18,19,15,8,16,12,7,12,12,7,12,15,19,16,16,20,15,15,5,7,14,15,15,15,15,15,C,1328,Forward,Center
153,0,53,Jax Aittokallio,MAN,14,18,17,18,17,10,18,15,10,17,15,9,15,18,17,16,15,18,17,15,5,7,14,15,15,15,15,15,C,1495,Forward,Center
155,0,53,Derek Bohne Jr.,MAN,5,7,13,13,6,11,12,13,12,15,13,13,5,16,11,10,13,13,12,14,6,5,11,15,15,15,15,15,LD,308,Defense,Defense
160,0,53,Alex Winters,MAN,11,17,20,18,14,8,20,15,9,18,15,7,6,15,15,15,17,17,15,14,5,5,10,15,15,15,15,15,LW,1355,Forward,Wing
163,0,53,Phineas Gold,MAN,16,15,12,15,16,7,15,13,12,12,10,9,5,15,13,15,15,14,15,15,5,9,15,15,15,15,15,15,RW,603,Forward,Wing
170,0,53,Perry Morgan,NEW,5,10,17,17,11,11,10,17,17,15,14,17,5,16,14,13,17,14,17,17,13,5,13,15,15,15,15,15,LD,1027,Defense,Defense
171,0,53,Maximilian Egger,NEW,5,15,15,18,12,18,18,13,12,15,14,13,5,15,16,16,13,16,13,15,7,10,11,15,15,15,15,15,LD,936,Defense,Defense
172,0,53,Ensio Kalju,NEW,5,15,16,16,12,16,16,15,14,18,17,15,5,17,16,16,15,15,16,17,5,5,14,15,15,15,15,15,LD,1150,Defense,Defense
174,0,53,Dylan Karlsson,NEW,7,10,13,16,8,12,12,16,15,14,12,12,5,17,16,13,16,13,11,14,6,8,11,15,15,15,15,15,RD,574,Defense,Defense
175,0,53,Guy Zheng,NEW,5,15,18,17,12,16,18,16,13,16,15,15,5,17,17,17,15,17,17,15,5,5,14,15,15,15,15,15,RD,1298,Defense,Defense
178,0,53,Eko van Otter,NEW,12,18,14,18,17,10,19,15,10,15,13,9,9,15,17,17,15,19,15,15,5,6,11,15,15,15,15,15,LW,1251,Forward,Wing
179,0,53,Dick Clapper,NEW,15,16,18,17,18,10,17,17,11,17,16,7,9,17,16,15,17,15,16,15,5,9,13,15,15,15,15,15,LW,1304,Forward,Wing
181,0,53,Rafe Ulrich,NEW,12,15,14,16,15,9,13,15,14,18,15,8,9,17,16,13,16,16,13,13,5,9,14,15,15,15,15,15,LW,830,Forward,Wing
184,0,53,Boris Poroshenko,NEW,15,15,13,16,15,12,17,15,14,13,12,9,15,14,15,14,16,15,15,17,5,10,11,15,15,15,15,15,C,804,Forward,Center
185,0,53,Slap McShotty,NEW,15,16,17,17,16,8,16,15,10,15,13,9,16,16,16,16,15,16,16,16,5,5,15,15,15,15,15,15,C,1075,Forward,Center
189,0,53,Gordie Boomhover,NEW,17,17,14,15,15,7,12,16,16,12,12,8,8,12,12,12,15,15,11,18,7,10,14,15,15,15,15,15,RW,765,Forward,Wing
191,0,53,Ola Wagstrom,NEW,18,20,15,20,20,12,20,15,10,14,14,11,5,16,20,15,14,20,16,14,5,5,9,15,15,15,15,15,RW,1970,Forward,Wing
192,0,53,Manuel Gotze,TEX,15,15,16,15,15,12,16,16,15,16,16,12,5,16,15,17,16,20,16,17,5,12,13,15,15,15,15,15,LW,1251,Forward,Wing
193,0,53,Anders Christiansen,NEW,13,15,17,17,15,12,18,15,13,17,15,12,9,18,15,12,16,16,16,10,5,13,13,15,15,15,15,15,RW,1067,Forward,Wing
202,0,53,Miikka Salo,TBB,5,5,11,12,12,11,15,5,5,15,15,5,5,15,10,10,10,10,12,10,5,10,13,15,15,15,15,15,LD,247,Defense,Defense
203,0,53,Anastasia O'Koivu,MAN,16,15,14,13,15,9,15,14,15,14,12,8,5,16,13,13,16,13,15,16,9,10,16,15,15,15,15,15,RW,707,Forward,Wing
205,0,53,Nikolai Evans,TBB,6,13,15,15,12,15,17,15,15,17,15,15,5,17,15,15,16,15,15,15,5,7,15,15,15,15,15,15,LD,908,Defense,Defense
207,0,53,Joln DuBolk,TBB,7,7,17,17,10,10,10,17,11,18,14,17,5,16,11,12,15,15,15,15,9,9,13,15,15,15,15,15,RD,837,Defense,Defense
209,0,53,Kristaps Ball,WKP,5,15,18,17,12,14,16,15,5,15,15,16,5,15,14,14,13,14,14,13,5,5,9,15,15,15,15,15,LD,751,Defense,Defense
211,0,53,Anthony Archer,TBB,10,11,16,16,11,11,16,15,10,17,15,5,10,15,10,10,16,14,13,5,5,5,12,15,15,15,15,15,LW,576,Forward,Wing
212,0,53,Nolan Sawchuk,TBB,12,18,14,17,17,12,18,13,12,16,13,10,4,15,15,15,14,17,16,12,4,6,8,15,15,15,15,15,RW,953,Forward,Wing
216,0,53,Flacko Lagerfield,HAM,7,20,16,18,17,11,17,15,8,11,15,5,5,16,16,15,17,14,16,15,5,5,10,15,15,15,15,15,LW,1133,Forward,Wing
219,0,53,Matt Kholin,TBB,14,18,16,17,18,8,20,15,13,15,13,10,13,13,17,15,15,17,16,12,5,7,14,15,15,15,15,15,C,1235,Forward,Center
220,0,53,Nickolas Klaus,WKP,16,16,14,15,18,12,17,11,11,14,13,12,16,16,14,15,15,15,15,14,5,5,12,15,15,15,15,15,C,875,Forward,Center
226,0,53,Austin Roenick,MAN,14,19,13,15,20,12,17,12,9,13,12,7,5,13,17,15,15,18,15,10,5,7,13,15,15,15,15,15,LW,1053,Forward,Wing
227,0,53,Gunnar Soderberg,TBB,14,17,16,17,17,12,17,15,10,15,13,7,8,14,15,17,15,16,15,12,5,8,12,15,15,15,15,15,RW,930,Forward,Wing
228,0,53,Olivier Cloutier,TBB,15,18,12,15,18,11,17,14,5,14,13,8,11,15,18,18,18,18,15,13,5,5,12,15,15,15,15,15,LW,1198,Forward,Wing
236,0,53,Rex Kirkby,NEW,5,15,18,17,12,17,19,17,14,17,18,17,5,19,17,15,16,16,17,16,5,5,15,15,15,15,15,15,RD,1667,Defense,Defense
237,0,53,Nat Emerson,WKP,7,11,15,16,9,16,14,16,16,18,16,16,4,18,15,15,15,17,17,15,4,4,13,15,15,15,15,15,LD,1112,Defense,Defense
242,0,53,Sanyi Kocsis,TOR,5,13,15,15,8,12,15,13,7,15,13,14,5,15,13,11,14,14,14,11,5,5,14,15,15,15,15,15,LD,436,Defense,Defense
243,0,53,Ethan Ross,WKP,5,13,18,17,14,12,16,16,14,15,16,14,6,16,16,16,13,17,17,14,5,9,13,15,15,15,15,15,LW,1034,Forward,Wing
251,0,53,Dayymo Ralchankinov,WKP,10,15,13,15,18,12,15,12,5,12,12,10,5,12,16,16,15,17,15,12,5,5,12,15,15,15,15,15,LW,669,Forward,Wing
252,0,53,Shouta Aizawa,MIN,12,12,13,15,10,10,12,15,8,15,15,8,10,16,16,12,15,16,12,10,4,7,13,15,15,15,15,15,RW,514,Forward,Wing
253,0,53,Dean Colt III,WKP,10,10,12,14,16,9,12,15,10,15,15,11,11,12,13,14,13,14,12,10,5,6,13,15,15,15,15,15,LW,404,Forward,Wing
258,0,53,Gabriel Wong,WKP,10,10,15,15,10,8,15,13,10,15,15,8,5,15,14,13,15,15,14,10,5,5,13,15,15,15,15,15,RW,456,Forward,Wing
262,0,53,Petr Mikulak,WKP,8,15,13,15,16,8,15,13,10,12,13,7,8,15,17,17,17,17,15,12,5,5,12,15,15,15,15,15,LW,745,Forward,Wing
269,0,53,Prince Devitt,CGY,8,12,15,16,6,14,13,15,15,15,12,14,6,16,14,12,14,14,16,14,8,5,14,15,15,15,15,15,RD,614,Defense,Defense
270,0,53,Oliver Klozoff,CGY,8,11,15,14,7,14,12,15,13,16,15,15,5,17,14,14,15,15,16,13,5,7,12,15,15,15,15,15,LD,650,Defense,Defense
271,0,53,Brennan Kennedy Jr.,CGY,6,15,18,18,12,16,18,15,12,16,16,15,5,17,16,16,16,16,17,15,5,9,15,15,15,15,15,15,LD,1285,Defense,Defense
273,0,53,Chico Smeb,CGY,10,17,16,16,12,18,17,13,12,15,14,14,5,15,15,15,14,15,16,14,5,5,13,15,15,15,15,15,LD,900,Defense,Defense
274,0,53,Bernik Vrzala,CGY,8,12,14,15,8,14,13,15,12,16,15,15,5,17,17,15,15,16,15,12,5,5,12,15,15,15,15,15,RD,728,Defense,Defense
275,0,53,Jack Wilson,WKP,5,11,15,14,10,10,17,10,10,14,15,12,5,17,6,7,12,13,7,7,5,5,8,15,15,15,15,15,RD,394,Defense,Defense
276,0,53,Otis B. Driftwood,CGY,8,13,18,17,12,14,16,17,17,18,16,16,5,18,16,14,16,16,16,16,7,8,15,15,15,15,15,15,RD,1349,Defense,Defense
278,0,53,Mike Izzy,CGY,16,17,15,16,16,11,15,17,17,15,14,8,5,15,15,14,16,16,15,17,5,10,15,15,15,15,15,15,LW,1064,Forward,Wing
279,0,53,Mikael Choybuk,CGY,14,19,15,17,20,10,18,8,5,11,14,10,5,14,16,15,13,18,16,13,5,8,12,15,15,15,15,15,RW,1153,Forward,Wing
281,0,53,Shooter McGavin,CGY,15,17,14,16,18,10,17,13,11,13,12,8,5,13,16,14,14,16,15,13,5,7,12,15,15,15,15,15,LW,793,Forward,Wing
284,0,53,Esa Parmborg,CGY,14,15,17,16,15,8,17,15,13,16,15,10,15,17,16,16,15,17,17,15,5,7,13,15,15,15,15,15,C,1094,Forward,Center
285,0,53,Barry Batsbak,CGY,15,15,19,18,16,8,18,12,11,13,12,6,17,14,17,17,16,17,16,15,5,9,15,15,15,15,15,15,C,1278,Forward,Center
290,0,53,Atlas Rush,CGY,14,14,13,14,15,8,14,15,16,13,12,8,5,14,14,13,15,15,15,16,6,10,14,15,15,15,15,15,LW,604,Forward,Wing
291,0,53,Maxime Bouchard,CGY,12,16,19,17,17,10,19,15,13,17,15,10,11,17,16,17,15,16,18,14,8,8,16,15,15,15,15,15,LW,1447,Forward,Wing
292,0,53,Brock Nuck,WKP,14,16,15,15,17,12,17,13,12,14,14,8,10,14,16,14,15,16,15,13,7,9,14,15,15,15,15,15,RW,790,Forward,Wing
301,0,53,Karlstra?e Scholz,EDM,5,18,15,18,12,18,18,17,13,16,15,12,5,15,17,17,15,15,17,13,5,5,13,15,15,15,15,15,LD,1263,Defense,Defense
303,0,53,Brady McIntyre,EDM,5,15,18,18,12,15,18,15,12,18,16,13,5,18,17,17,17,17,16,14,5,9,15,15,15,15,15,15,LD,1423,Defense,Defense
304,0,53,FR Finn-Rhys,EDM,5,13,15,15,12,15,16,15,11,17,16,15,5,17,14,15,15,15,15,10,5,5,11,15,15,15,15,15,RD,759,Defense,Defense
306,0,53,Tor Tuck,EDM,5,12,17,15,12,15,16,17,11,17,15,15,5,17,15,15,17,17,15,15,5,9,15,15,15,15,15,15,RD,1035,Defense,Defense
307,0,53,Jordan von Matt,EDM,5,7,15,13,11,13,13,16,10,15,15,15,5,15,14,14,15,14,15,11,5,9,12,15,15,15,15,15,RD,516,Defense,Defense
310,0,53,Tony Pepperoni,EDM,16,18,17,17,17,12,18,17,11,17,15,9,16,17,17,17,17,17,17,14,5,9,14,15,15,15,15,15,C,1576,Forward,Center
313,0,53,Hercules Rockefeller,EDM,16,16,13,16,16,12,16,15,11,12,12,9,9,12,16,16,16,16,14,14,5,5,11,15,15,15,15,15,LW,769,Forward,Wing
320,0,53,Marc Hagan,MIN,15,15,10,12,15,11,16,10,5,12,5,12,15,12,11,15,15,10,13,15,5,7,14,15,15,15,15,15,LW,467,Forward,Wing
323,0,53,Julio Tokolosh,EDM,11,13,18,18,15,12,18,15,11,14,17,10,13,18,16,17,15,17,16,11,5,5,13,15,15,15,15,15,RW,1196,Forward,Wing
324,0,53,Barrett Blackwood,EDM,15,15,14,15,20,11,15,13,11,13,11,8,5,13,15,13,14,18,15,9,5,5,10,15,15,15,15,15,LW,770,Forward,Wing
326,0,53,James Truong,EDM,10,14,16,17,15,12,17,14,10,15,13,5,5,14,17,17,16,16,15,14,5,6,14,15,15,15,15,15,RW,879,Forward,Wing
335,0,53,Noah Tedla,MIN,5,13,15,17,12,12,15,13,11,18,14,12,5,15,15,15,14,15,14,13,5,5,12,15,15,15,15,15,RD,660,Defense,Defense
336,0,53,Igor Volkov,MIN,5,5,12,15,10,10,12,17,14,17,12,12,5,17,12,12,15,12,14,15,5,12,14,15,15,15,15,15,LD,593,Defense,Defense
337,0,53,Mathias Seger,MIN,5,14,17,17,12,16,15,17,8,19,17,16,5,17,15,15,16,16,16,15,5,5,15,15,15,15,15,15,LD,1233,Defense,Defense
340,0,53,Geoff Moore,WKP,5,11,13,15,11,12,13,18,18,18,15,15,5,18,15,15,17,16,16,16,5,9,15,15,15,15,15,15,RD,1137,Defense,Defense
341,0,53,Ti-Guy Emond,MIN,5,5,12,15,10,12,12,17,10,17,16,15,5,15,12,15,15,12,12,15,5,8,10,15,15,15,15,15,RD,582,Defense,Defense
343,0,53,Noah Gallagher,MIN,15,16,9,17,16,8,18,19,19,12,10,9,5,12,10,12,15,15,13,19,5,5,10,15,15,15,15,15,LW,1111,Forward,Wing
349,0,53,Bobby Watson,MIN,10,17,10,17,19,12,19,10,5,12,10,10,6,12,15,12,12,15,12,11,5,5,7,15,15,15,15,15,RW,741,Forward,Wing
351,0,53,Florence Clijsters,MIN,6,10,12,14,11,10,11,14,5,15,14,5,14,15,14,12,14,14,13,13,5,8,12,15,15,15,15,15,C,371,Forward,Center
354,0,53,Artemi Berezin,MIN,15,14,14,15,14,10,15,8,6,12,12,5,14,13,13,13,14,14,14,13,5,5,8,15,15,15,15,15,C,417,Forward,Center
355,0,53,Jon Forty-One,EDM,15,15,17,16,16,12,16,14,9,15,14,7,15,14,15,15,15,15,14,13,5,8,13,15,15,15,15,15,C,782,Forward,Center
356,0,53,Collin Gibbles,MIN,8,10,18,17,12,12,19,17,5,17,18,12,8,18,17,17,15,17,15,15,5,8,12,15,15,15,15,15,RW,1343,Forward,Wing
357,0,53,Eero Niemi,MIN,10,15,10,16,16,10,16,10,5,12,8,8,8,12,16,15,15,15,13,10,5,5,7,15,15,15,15,15,RW,491,Forward,Wing
367,0,53,Gary Grease,WPG,5,11,17,13,12,12,18,16,15,17,17,14,5,18,13,12,12,14,13,13,5,12,11,15,15,15,15,15,LD,857,Defense,Defense
369,0,53,Slip McScruff,WPG,9,9,15,15,12,12,11,18,18,18,17,17,5,18,17,15,17,15,17,17,11,15,17,15,15,15,15,15,LD,1457,Defense,Defense
373,0,53,Adam Barron,WPG,5,15,15,16,12,16,18,12,11,15,12,13,5,15,15,15,12,15,15,12,7,8,12,15,15,15,15,15,RD,686,Defense,Defense
375,0,53,Osbert Whacker,WPG,5,6,12,12,8,11,8,16,15,16,15,16,5,15,9,9,14,10,14,15,6,8,10,15,15,15,15,15,RD,464,Defense,Defense
376,0,53,Ignatius Blunt,WPG,11,11,19,16,13,10,15,16,10,14,14,5,10,15,16,18,10,15,15,13,5,5,8,15,15,15,15,15,LW,802,Forward,Wing
378,0,53,Reginald Rove,WPG,13,12,15,15,10,9,15,13,9,16,17,8,5,17,12,13,16,12,12,14,6,8,10,15,15,15,15,15,RW,587,Forward,Wing
380,0,53,Calogero Crudelli,WPG,14,16,13,16,18,10,16,14,12,14,14,9,5,14,15,14,13,17,15,13,5,5,13,15,15,15,15,15,RW,764,Forward,Wing
382,0,53,Nick Brain,WPG,15,17,15,16,17,9,17,17,15,17,16,11,14,17,17,16,15,17,15,15,9,11,15,15,15,15,15,15,C,1295,Forward,Center
384,0,53,Commander Shepard,WPG,12,15,16,17,15,9,16,18,10,18,17,11,10,18,15,15,16,16,16,15,8,5,12,15,15,15,15,15,LW,1173,Forward,Wing
391,0,53,Terrance Nova,WPG,6,16,17,16,14,12,17,13,5,13,13,5,5,13,11,12,12,11,12,10,5,9,10,15,15,15,15,15,RW,485,Forward,Wing
400,0,53,Ray Bork,SFP,5,10,15,19,11,11,11,17,17,19,18,15,5,20,8,13,17,13,19,18,5,7,10,15,15,15,15,15,LD,1499,Defense,Defense
402,0,53,Jack Tanner,SFP,5,12,17,15,9,14,17,16,10,16,16,14,5,17,16,15,15,16,16,12,5,5,12,15,15,15,15,15,LD,898,Defense,Defense
404,0,53,Leopold Lockhart,SFP,10,18,18,18,12,12,18,16,10,16,16,14,5,16,18,18,12,14,18,15,5,5,15,15,15,15,15,15,LD,1392,Defense,Defense
405,0,53,Charlie Schieck,SFP,9,15,20,16,10,15,17,16,10,15,16,13,5,15,17,17,16,16,16,13,5,5,15,15,15,15,15,15,LD,1167,Defense,Defense
406,0,53,Dominic Montgomery,SFP,9,13,17,18,10,16,16,17,11,17,15,13,6,18,16,17,17,17,18,15,5,6,14,15,15,15,15,15,RD,1334,Defense,Defense
409,0,53,Jeff Brogen,SFP,15,17,14,18,20,8,18,14,5,14,14,7,7,15,18,14,14,16,18,14,5,5,15,15,15,15,15,15,LW,1267,Forward,Wing
410,0,53,Vince Reaper,SFP,14,17,15,17,17,12,18,13,7,14,14,8,8,13,17,18,15,17,15,13,5,7,15,15,15,15,15,15,LW,1064,Forward,Wing
411,0,53,Jonas Larsson,SFP,10,15,10,14,15,9,15,11,5,11,11,8,5,11,15,15,15,15,12,9,5,5,12,15,15,15,15,15,LW,375,Forward,Wing
413,0,53,Nathan Explosion,SFP,20,16,12,15,12,8,13,17,17,12,12,9,14,12,11,12,16,14,11,17,12,10,13,15,15,15,15,15,C,895,Forward,Center
415,0,53,Steven Moyer,SFP,6,14,20,19,16,8,17,12,7,15,11,9,15,15,18,16,15,17,16,14,5,5,12,15,15,15,15,15,C,1203,Forward,Center
417,0,53,Knute Knurtsson,HAM,9,15,14,17,12,9,13,18,9,15,15,5,12,16,12,10,17,15,15,18,5,5,9,15,15,15,15,15,C,824,Forward,Center
422,0,53,Yoshimitsu McCloud,WKP,8,11,17,16,15,7,16,15,10,12,11,7,16,12,16,16,14,15,15,13,5,5,12,15,15,15,15,15,C,686,Forward,Center
423,0,53,Richard Metcalf Jr.,SFP,12,14,17,17,14,8,16,13,5,13,15,5,5,13,17,17,14,14,14,10,5,5,12,15,15,15,15,15,RW,706,Forward,Wing
