id,league,season,name,team,position,blocker,glove,passing,pokeCheck,positioning,rebound,recovery,puckhandling,lowShots,reflexes,skating,aggression,mentalToughness,determination,teamPlayer,leadership,goalieStamina,professionalism,appliedTPE,pos
429,0,53,Knox Booth,LAP,G,16,16,14,15,17,16,17,14,16,17,15,8,17,15,15,15,16,15,1101,Goalie
430,0,53,Nolan McMahon,LAP,G,15,15,9,10,17,18,17,10,16,15,8,8,15,15,15,15,15,15,805,Goalie
463,0,53,Aleister Cain,NOL,G,20,20,10,11,20,15,16,10,20,20,10,8,20,15,15,15,20,15,1822,Goalie
495,0,53,Patrick Niederreiter,TEX,G,15,11,10,15,15,15,15,10,15,15,10,8,10,15,15,15,11,15,510,Goalie
497,0,53,White Goodman,TEX,G,15,15,11,15,15,15,15,15,15,16,12,8,12,15,15,15,14,15,694,Goalie
528,0,53,Alexsandr Aleksandrov,WPG,G,12,12,7,8,11,12,11,6,12,14,8,8,10,15,15,15,10,15,208,Goalie
529,0,53,Biz Nasty,CGY,G,12,13,8,10,15,13,13,8,13,15,8,8,12,15,15,15,12,15,347,Goalie
530,0,53,Kasperi Braulin,MIN,G,13,13,11,11,15,14,15,11,14,15,11,8,14,15,15,15,12,15,479,Goalie
531,0,53,Ian Venables,SFP,G,15,15,11,11,17,12,14,11,14,17,13,8,14,15,15,15,13,15,625,Goalie
532,0,53,Evgueni Marmeladov,BUF,G,13,13,7,7,15,13,13,7,13,16,7,8,15,15,15,15,7,15,381,Goalie
565,0,53, Strom Chamberlain,WPG,G,12,12,5,8,16,12,16,5,12,16,5,8,13,15,15,15,13,15,425,Goalie
627,0,53,Mike Hroch,NEW,G,15,15,12,12,15,12,13,12,15,15,10,8,12,15,15,15,11,15,489,Goalie
0,0,54,Tobias Lindeman,TBB,G,10,10,12,7,13,10,11,9,11,12,10,8,12,15,15,15,13,15,220,Goalie
1,0,54,Cedric Robinson,BUF,G,15,15,7,7,17,15,15,7,15,17,7,8,17,15,15,15,15,15,716,Goalie
33,0,54,Tibuk Soonika,CHI,G,17,17,11,12,20,18,18,10,16,20,15,8,15,15,15,15,17,15,1366,Goalie
35,0,54,Billy Sorokin,CHI,G,14,14,7,7,17,14,14,7,14,17,7,8,14,15,15,15,7,15,516,Goalie
66,0,54,Elle Rush,HAM,G,10,10,8,8,11,8,10,8,10,10,8,8,8,15,15,15,10,15,106,Goalie
67,0,54,Geezus Kryyst,HAM,G,19,17,12,14,19,18,17,11,18,19,14,8,15,15,15,15,18,15,1452,Goalie
99,0,54,Harry Carpet,TOR,G,18,18,13,14,19,18,18,12,18,19,13,8,18,15,15,15,17,15,1543,Goalie
132,0,54,Peter Larson,MAN,G,17,17,14,13,19,17,18,14,17,18,13,8,18,15,15,15,17,15,1366,Goalie
165,0,54,Johannes Leitner,TBB,G,15,16,12,12,18,15,17,15,17,18,12,8,15,15,15,15,15,15,997,Goalie
199,0,54,Benjamin Blue,NEW,G,16,16,15,15,20,15,15,15,15,19,15,8,15,15,15,15,17,15,1206,Goalie
232,0,54,Luca Del Vecchio,BAP,G,16,17,10,13,17,17,17,11,16,17,12,8,14,15,15,15,16,15,951,Goalie
264,0,54,Kata Vilde,CGY,G,19,19,14,14,20,17,18,13,17,20,13,8,18,15,15,15,18,15,1686,Goalie
297,0,54,Emiko Spector,EDM,G,16,17,15,15,15,16,17,14,16,17,16,8,15,15,15,15,17,15,1091,Goalie
330,0,54,Sebastien Primeau,EDM,G,16,16,7,7,15,15,14,7,16,15,7,8,13,15,15,15,9,15,540,Goalie
331,0,54,Markus Tegernako,MIN,G,16,16,13,14,17,17,18,13,16,17,13,8,17,15,15,15,16,15,1091,Goalie
363,0,54,Vivian Leblanc,WPG,G,14,14,11,11,18,13,15,13,16,18,12,8,16,15,15,15,15,15,816,Goalie
396,0,54,Patrice Nadeau,SFP,G,13,16,15,11,15,15,15,13,15,12,16,8,14,15,15,16,16,15,722,Goalie
429,0,54,Knox Booth,LAP,G,17,17,12,15,18,17,17,12,17,18,12,8,18,15,15,15,16,15,1237,Goalie
430,0,54,Nolan McMahon,LAP,G,15,15,9,10,17,18,17,10,15,15,8,8,15,15,15,15,15,15,780,Goalie
462,0,54,Lee Marshall,MAN,G,12,12,10,10,13,12,12,10,11,13,9,8,10,15,15,15,5,15,226,Goalie
463,0,54,Aleister Cain,NOL,G,20,20,11,11,20,17,16,12,20,20,11,8,18,15,15,15,19,15,1775,Goalie
495,0,54,Patrick Niederreiter,TEX,G,15,11,10,15,15,15,15,10,15,15,10,8,10,15,15,15,11,15,510,Goalie
497,0,54,White Goodman,TEX,G,15,15,12,13,18,16,16,12,15,17,12,8,12,15,15,15,15,15,814,Goalie
528,0,54,Alexsandr Aleksandrov,WPG,G,12,12,7,8,11,12,11,6,12,14,8,8,10,15,15,15,10,15,208,Goalie
529,0,54,Biz Nasty,CGY,G,12,13,8,10,15,13,13,8,13,15,8,8,12,15,15,15,12,15,347,Goalie
530,0,54,Kasperi Braulin,MIN,G,13,13,11,11,15,14,15,11,14,15,11,8,14,15,15,15,12,15,479,Goalie
531,0,54,Ian Venables,SFP,G,15,15,11,11,17,15,15,11,15,17,13,8,15,15,15,15,13,15,708,Goalie
563,0,54,Scoochie Stratton,TOR,G,12,12,8,8,14,13,13,7,13,14,8,8,11,15,15,15,11,15,284,Goalie
564,0,54,Leo Bloomfield,BAP,G,12,15,11,11,12,12,12,9,11,12,9,8,10,15,15,15,11,15,269,Goalie
565,0,54, Strom Chamberlain,WPG,G,13,13,8,10,15,14,15,9,13,15,10,8,13,15,15,15,13,15,425,Goalie
566,0,54,Thor Odinson,BUF,G,13,13,9,10,15,12,13,9,13,15,11,8,12,15,15,15,10,15,350,Goalie
595,0,54,Cillian Kavanagh,SFP,G,13,14,8,10,15,14,14,8,14,15,10,8,12,15,15,15,12,15,422,Goalie
596,0,54,Jobin,HAM,G,14,14,6,10,15,13,13,8,14,15,12,8,13,15,15,15,12,15,425,Goalie
627,0,54,Mike Hroch,NEW,G,15,15,12,12,15,12,13,12,15,15,10,8,12,15,15,15,11,15,489,Goalie
629,0,54,Frans Eller,NEW,G,14,14,9,9,14,13,13,8,13,13,12,8,11,15,15,15,12,15,349,Goalie
630,0,54,Samat Beibitzhanov,MAN,G,14,14,11,11,14,13,14,10,14,14,10,8,13,15,15,15,12,15,424,Goalie
660,0,54,Monty Montgomery,TOR,G,11,11,6,8,12,11,11,8,11,12,8,8,11,15,15,15,11,15,173,Goalie
661,0,54,Cale Amundsen,CGY,G,13,13,5,7,13,14,15,7,13,15,9,8,11,15,15,15,12,15,349,Goalie
663,0,54,Tobias Lindeman,TBB,G,10,10,12,6,13,10,11,9,11,12,10,7,12,15,15,15,13,15,219,Goalie
728,0,54,Malcolm Weekes,MIN,G,11,11,11,11,12,11,12,11,11,12,11,8,7,15,15,15,9,15,208,Goalie
738,0,54,"Olli Saarinen, Jr",NOL,G,16,16,11,12,16,13,14,10,16,17,10,8,14,15,15,15,16,15,735,Goalie
834,0,54,Elizabeth Doyle,BUF,G,16,16,10,10,18,15,16,10,16,18,10,8,18,15,15,15,15,15,972,Goalie
0,0,55,Tobias Lindeman,TBB,G,10,10,12,7,13,10,11,9,11,12,10,8,12,15,15,15,13,15,220,Goalie
33,0,55,Tibuk Soonika,CHI,G,17,17,11,12,20,18,18,10,17,20,15,8,16,15,15,15,17,15,1416,Goalie
35,0,55,Billy Sorokin,CHI,G,14,14,7,7,17,14,14,7,14,17,7,8,14,15,15,15,7,15,516,Goalie
66,0,55,Elle Rush,CGY,G,11,11,9,9,14,12,12,8,11,14,9,8,9,15,15,15,19,15,410,Goalie
67,0,55,Geezus Kryyst,SFP,G,19,17,12,14,19,17,16,11,16,19,13,8,15,15,15,15,18,15,1307,Goalie
99,0,55,Harry Carpet,TOR,G,19,19,14,14,19,18,19,13,18,20,14,8,18,15,15,15,18,15,1781,Goalie
101,0,55,Eddy Ask Jr.,EDM,G,14,14,8,13,15,13,13,10,14,15,9,8,14,15,15,15,15,15,491,Goalie
132,0,55,Peter Larson,MAN,G,17,17,14,14,19,17,19,14,17,18,13,8,18,15,15,15,17,15,1421,Goalie
199,0,55,Benjamin Blue,TBB,G,15,15,15,15,18,15,15,15,15,18,15,8,15,15,15,15,17,15,1036,Goalie
232,0,55,Luca Del Vecchio,BAP,G,16,17,10,13,19,17,17,11,16,18,13,8,16,15,15,15,16,15,1119,Goalie
264,0,55,Kata Vilde,CGY,G,18,18,9,9,20,17,18,9,18,20,9,8,18,15,15,15,18,15,1512,Goalie
297,0,55,Emiko Spector,EDM,G,17,17,15,15,16,17,17,14,16,17,16,8,15,15,15,15,17,15,1166,Goalie
331,0,55,Markus Tegernako,MIN,G,16,16,14,15,18,17,18,14,16,18,15,8,17,15,15,15,16,15,1246,Goalie
429,0,55,Knox Booth,LAP,G,17,17,12,15,18,18,18,12,17,20,12,8,18,15,15,15,17,15,1422,Goalie
430,0,55,Nolan McMahon,LAP,G,15,15,9,10,17,18,17,10,15,15,8,8,15,15,15,15,15,15,780,Goalie
462,0,55,Lee Marshall,BUF,G,12,12,10,10,13,12,12,10,11,13,9,8,10,15,15,15,5,15,226,Goalie
463,0,55,Aleister Cain,NOL,G,19,18,11,11,20,18,18,12,19,20,15,8,18,15,15,15,19,15,1766,Goalie
495,0,55,Patrick Niederreiter,TEX,G,15,11,10,15,15,15,15,10,15,15,10,8,10,15,15,15,11,15,510,Goalie
497,0,55,White Goodman,TEX,G,16,16,12,13,18,16,16,12,16,18,12,8,12,15,15,15,15,15,929,Goalie
530,0,55,Kasperi Braulin,MIN,G,13,13,11,11,15,14,15,11,14,15,11,8,14,15,15,15,12,15,479,Goalie
531,0,55,Ian Venables,HAM,G,15,15,11,11,17,15,15,11,15,17,13,8,15,15,15,15,13,15,708,Goalie
563,0,55,Scoochie Stratton,TOR,G,12,12,8,8,14,13,13,7,13,14,8,8,11,15,15,15,11,15,284,Goalie
564,0,55,Leo Bloomfield,BAP,G,12,15,11,11,12,12,12,9,11,12,9,8,10,15,15,15,11,15,269,Goalie
565,0,55, Strom Chamberlain,WPG,G,15,15,13,12,17,17,17,12,15,17,14,8,17,15,15,15,15,15,935,Goalie
566,0,55,Thor Odinson,BUF,G,13,13,9,10,15,12,13,9,13,15,11,8,12,15,15,15,10,15,350,Goalie
595,0,55,Cillian Kavanagh,SFP,G,14,15,10,10,19,15,15,10,15,20,10,8,16,15,15,15,15,15,912,Goalie
596,0,55,A Jobin,HAM,G,15,15,11,10,15,15,16,10,15,16,12,8,16,15,15,15,15,15,695,Goalie
627,0,55,Mike Hroch,NEW,G,15,15,13,13,15,13,13,13,15,15,10,8,12,15,15,15,11,15,521,Goalie
629,0,55,Frans Eller,NEW,G,16,16,9,11,17,17,17,10,16,17,10,8,12,15,15,15,14,15,824,Goalie
630,0,55,Samat Beibitzhanov,MAN,G,15,15,11,11,16,15,16,10,15,16,10,8,15,15,15,15,16,15,712,Goalie
660,0,55,Monty Montgomery,TOR,G,11,11,6,8,12,11,11,8,11,12,8,8,11,15,15,15,11,15,173,Goalie
661,0,55,Cale Amundsen,CGY,G,13,13,4,7,16,14,15,7,13,16,7,8,11,15,15,15,12,15,425,Goalie
663,0,55,Tobias Lindeman,TBB,G,10,10,12,6,13,10,11,8,11,12,10,7,12,15,15,15,13,15,217,Goalie
738,0,55,"Olli Saarinen, Jr",NOL,G,17,17,11,12,17,14,14,10,17,17,10,8,15,15,15,15,16,15,865,Goalie
834,0,55,Elizabeth Doyle,BUF,G,16,16,11,11,19,16,16,11,16,18,11,8,18,15,15,15,15,15,1057,Goalie
903,0,55,Steven Vassallo,WPG,G,13,13,9,9,12,13,12,7,12,15,10,8,11,15,15,15,11,15,287,Goalie
33,0,56,Tibuk Soonika,CHI,G,17,17,10,11,19,18,18,10,17,19,15,8,16,15,15,15,17,15,1323,Goalie
35,0,56,Billy Sorokin,WPG,G,14,14,7,7,16,14,14,7,14,16,7,8,14,15,15,15,6,15,465,Goalie
36,0,56,Name Redacted,MAN,G,13,13,7,7,14,13,12,5,13,14,7,8,11,15,15,15,12,15,292,Goalie
66,0,56,Elle Rush,CGY,G,11,11,9,9,14,12,12,8,11,14,9,8,9,15,15,15,9,15,224,Goalie
67,0,56,Geezus Kryyst,SFP,G,18,17,12,13,18,17,16,11,16,18,11,8,15,15,15,15,18,15,1156,Goalie
99,0,56,Harry Carpet,TOR,G,19,19,14,14,20,20,20,13,19,20,14,8,18,15,15,15,18,15,1981,Goalie
101,0,56,Eddy Ask Jr.,EDM,G,14,14,8,13,15,13,13,10,14,15,9,8,14,15,15,15,15,15,491,Goalie
102,0,56,Junior Guarda,HAM,G,13,13,5,6,13,11,13,7,13,11,9,8,12,15,15,15,5,15,225,Goalie
132,0,56,Peter Larson,MAN,G,17,17,14,13,19,17,18,14,17,19,13,8,18,15,15,15,17,15,1406,Goalie
135,0,56,Mat Smith,CHI,G,13,13,9,9,14,12,13,9,13,15,9,8,13,15,15,15,13,15,349,Goalie
168,0,56,Separa Borro,MIN,G,13,13,9,8,15,13,16,9,14,15,9,8,12,15,15,15,12,15,424,Goalie
232,0,56,Luca Del Vecchio,BAP,G,17,17,10,13,19,19,18,13,16,19,13,8,16,15,15,15,16,15,1320,Goalie
264,0,56,Kata Vilde,CGY,G,18,18,9,9,20,17,17,9,18,20,9,8,18,15,15,15,18,15,1472,Goalie
297,0,56,Emiko Spector,EDM,G,17,17,15,15,16,18,17,14,17,17,16,8,15,15,15,15,17,15,1231,Goalie
331,0,56,Markus Tegernako,MIN,G,17,17,14,15,19,18,19,14,17,18,15,8,17,15,15,15,16,15,1441,Goalie
429,0,56,Knox Booth,LAP,G,18,18,12,15,20,18,18,12,17,20,12,8,18,15,15,15,17,15,1582,Goalie
430,0,56,Nolan McMahon,SEA,G,15,15,9,10,17,18,17,10,15,15,8,8,15,15,15,15,15,15,780,Goalie
463,0,56,Aleister Cain,NOL,G,18,18,13,15,19,18,18,15,18,19,15,8,18,15,15,15,19,15,1706,Goalie
495,0,56,Patrick Niederreiter,TEX,G,15,14,10,15,15,15,15,10,15,15,10,8,10,15,15,15,11,15,541,Goalie
497,0,56,White Goodman,TEX,G,17,17,12,13,18,16,16,12,16,18,12,8,14,15,15,15,15,15,1002,Goalie
529,0,56,Biz Nasty,LAP,G,12,13,8,10,15,13,13,8,13,15,8,8,12,15,15,15,12,15,347,Goalie
531,0,56,Ian Venables,TBB,G,15,15,11,11,17,15,15,11,15,17,13,8,15,15,15,15,13,15,708,Goalie
563,0,56,Scoochie Stratton,TOR,G,12,12,8,8,14,13,13,7,13,14,8,8,11,15,15,15,11,15,284,Goalie
565,0,56,Strom Chamberlain,WPG,G,17,17,13,13,17,17,17,12,17,18,14,8,17,15,15,15,16,15,1158,Goalie
566,0,56,Thor Odinson,BUF,G,13,13,9,10,15,12,13,9,13,15,11,8,12,15,15,15,10,15,350,Goalie
595,0,56,Cillian Kavanagh,SFP,G,15,15,10,10,20,16,16,10,16,20,10,8,18,15,15,15,15,15,1107,Goalie
596,0,56,A Jobin,HAM,G,16,16,12,11,17,16,16,10,15,17,12,8,17,15,15,15,15,15,883,Goalie
627,0,56,Mike Hroch,ATL,G,15,15,13,13,15,14,14,13,15,15,10,8,12,15,15,15,11,15,551,Goalie
629,0,56,Frans Eller,NEW,G,17,17,9,11,18,17,18,10,17,18,13,8,12,15,15,15,14,15,1040,Goalie
630,0,56,Samat Beibitzhanov,ATL,G,15,15,11,11,18,16,17,10,15,17,10,8,15,15,15,15,16,15,852,Goalie
660,0,56,Monty Montgomery,TOR,G,11,11,6,8,12,11,11,8,11,12,8,8,11,15,15,15,11,15,173,Goalie
661,0,56,Cale Amundsen,CGY,G,13,13,4,7,16,14,15,7,13,16,7,8,11,15,15,15,12,15,425,Goalie
663,0,56,Tobias Lindeman,TBB,G,9,9,11,6,13,9,10,8,10,11,9,7,11,15,15,15,13,15,163,Goalie
693,0,56,Alexander Thorstrom,NEW,G,14,14,5,7,14,13,13,9,13,13,10,8,9,15,15,15,10,15,305,Goalie
728,0,56,Malcolm Weekes,MAN,G,11,11,11,11,12,11,12,11,11,12,11,8,7,15,15,15,9,15,208,Goalie
738,0,56,"Olli Saarinen, Jr",NOL,G,17,17,11,12,17,14,14,10,17,17,10,8,15,15,15,15,16,15,865,Goalie
828,0,56,Marques Brownlee,BAP,G,14,14,8,5,12,11,13,7,13,13,8,8,10,15,15,15,7,15,253,Goalie
834,0,56,Elizabeth Doyle,BUF,G,17,17,11,11,20,17,17,11,17,20,11,8,18,15,15,15,15,15,1302,Goalie
837,0,56,Shiqa Vitalievich,CHI,G,12,12,5,5,13,12,12,5,12,13,8,8,10,15,15,15,5,15,199,Goalie
1001,0,56,Abroop Dhami,SEA,G,10,10,5,7,14,12,12,5,10,14,10,8,11,15,15,15,8,15,208,Goalie
1091,0,56,Sergei Potvinov,NOL,G,11,11,9,9,15,11,13,9,11,15,10,8,11,15,15,15,12,15,289,Goalie
1097,0,56,Damien Vertigo,CHI,G,14,13,9,11,15,13,12,9,12,12,10,8,10,15,15,15,10,15,306,Goalie
1179,0,56,Yuri Ushakov,BUF,G,11,11,6,6,15,12,12,6,11,15,6,8,15,15,15,15,5,15,286,Goalie
33,0,57,Tibuk Soonika,CHI,G,17,17,10,10,18,18,18,10,17,18,14,8,16,15,15,15,17,15,1223,Goalie
35,0,57,Billy Sorokin,WPG,G,14,14,7,7,15,14,14,7,14,15,7,8,14,15,15,15,8,15,418,Goalie
36,0,57,Name Redacted,MAN,G,15,16,7,8,20,15,15,7,16,20,9,8,17,15,15,15,13,15,982,Goalie
66,0,57,Elle Rush,CGY,G,11,11,9,9,14,12,12,8,11,14,9,8,9,15,15,15,9,15,224,Goalie
67,0,57,Geezus Kryyst,SFP,G,17,17,11,13,18,17,16,11,16,17,12,8,15,15,15,15,15,15,986,Goalie
99,0,57,Harry Carpet,TOR,G,19,19,14,15,20,19,20,13,19,20,14,8,18,15,15,15,18,15,1956,Goalie
100,0,57,Peter Ramsay,EDM,G,13,14,10,10,15,14,14,10,14,15,10,8,10,15,15,15,12,15,423,Goalie
101,0,57,Eddy Ask Jr.,EDM,G,13,13,6,13,15,13,13,10,13,15,6,8,12,15,15,15,14,15,400,Goalie
102,0,57,Junior Guarda,HAM,G,13,13,5,6,13,11,13,7,13,11,9,8,12,15,15,15,5,15,225,Goalie
132,0,57,Peter Larson,MAN,G,17,17,14,13,19,17,18,14,17,19,13,8,18,15,15,15,16,15,1381,Goalie
135,0,57,Mat Smith,CHI,G,14,14,9,10,15,13,13,9,14,15,9,8,13,15,15,15,13,15,422,Goalie
168,0,57,Separa Borro,MIN,G,13,13,9,8,15,13,16,9,14,15,9,8,12,15,15,15,12,15,424,Goalie
232,0,57,Luca Del Vecchio,BAP,G,17,18,10,13,20,19,19,13,18,19,13,8,17,15,15,15,16,15,1530,Goalie
264,0,57,Kata Vilde,CGY,G,18,18,9,9,20,17,17,9,18,20,9,8,18,15,15,15,18,15,1472,Goalie
297,0,57,Emiko Spector,EDM,G,17,17,15,15,17,17,17,14,18,17,16,8,16,15,15,15,17,15,1281,Goalie
331,0,57,Markus Tegernako,MIN,G,17,17,14,15,20,18,19,14,17,20,15,8,18,15,15,15,17,15,1626,Goalie
429,0,57,Knox Booth,LAP,G,18,18,12,15,20,18,18,12,18,20,12,8,18,15,15,15,20,15,1742,Goalie
430,0,57,Nolan McMahon,SEA,G,15,15,9,10,17,18,17,10,15,15,8,8,15,15,15,15,15,15,780,Goalie
463,0,57,Aleister Cain,NOL,G,18,18,11,15,18,18,18,15,18,18,15,8,18,15,15,15,15,15,1480,Goalie
497,0,57,White Goodman,TEX,G,17,17,12,13,18,16,16,12,17,18,12,8,17,15,15,15,16,15,1117,Goalie
531,0,57,Ian Venables,TBB,G,15,15,11,11,17,15,15,11,15,17,13,8,15,15,15,15,13,15,708,Goalie
563,0,57,Scoochie Stratton,TOR,G,16,16,9,10,20,16,17,9,16,20,9,8,15,15,15,15,13,15,1047,Goalie
564,0,57,Leo Bloomfield,NEW,G,15,15,11,11,14,15,13,9,14,16,11,8,14,15,15,15,13,15,532,Goalie
565,0,57,Strom Chamberlain,WPG,G,17,17,14,13,19,17,18,12,17,19,14,8,17,15,15,15,17,15,1358,Goalie
566,0,57,Thor Odinson,SEA,G,16,16,9,10,17,15,13,9,13,17,13,8,15,15,15,15,15,15,703,Goalie
594,0,57,Jerry Huuveri,SFP,G,13,13,10,13,15,13,14,9,14,15,9,8,13,15,15,15,12,15,425,Goalie
595,0,57,Cillian Kavanagh,TEX,G,16,17,10,10,20,17,18,10,17,20,10,8,18,15,15,15,15,15,1297,Goalie
596,0,57,A Jobin,HAM,G,17,16,12,11,18,17,17,10,15,17,12,8,17,15,15,15,17,15,1048,Goalie
627,0,57,Mike Hroch,ATL,G,15,15,13,14,15,15,15,13,15,15,10,8,12,15,15,15,11,15,596,Goalie
629,0,57,Frans Eller,NEW,G,18,18,10,11,18,18,18,10,18,18,15,8,14,15,15,15,14,15,1258,Goalie
630,0,57,Samat Beibitzhanov,ATL,G,15,15,11,11,20,16,17,10,15,18,10,8,15,15,15,15,16,15,972,Goalie
660,0,57,Monty Montgomery,EDM,G,11,11,6,8,12,11,11,8,11,12,8,8,11,15,15,15,11,15,173,Goalie
661,0,57,Cale Amundsen,CGY,G,16,16,6,6,20,16,16,6,16,16,6,8,15,15,15,15,14,15,867,Goalie
663,0,57,Tobias Lindeman,TBB,G,10,10,12,7,13,10,11,9,11,12,10,8,12,15,15,15,13,15,220,Goalie
728,0,57,Malcolm Weekes,MAN,G,11,11,11,11,12,11,12,11,11,12,11,8,7,15,15,15,9,15,208,Goalie
738,0,57,"Olli Saarinen, Jr",NOL,G,17,17,11,12,18,14,14,10,17,18,10,8,15,15,15,15,16,15,945,Goalie
828,0,57,Marques Brownlee,BAP,G,14,14,8,5,12,11,13,7,13,13,8,8,10,15,15,15,7,15,253,Goalie
834,0,57,Elizabeth Doyle,BUF,G,17,18,11,11,20,18,20,11,17,20,11,8,18,15,15,15,16,15,1527,Goalie
837,0,57,Shiqa Vitalievich,CHI,G,12,12,5,5,13,12,12,5,12,13,8,8,10,15,15,15,5,15,199,Goalie
905,0,57,Richard Majors,LAP,G,11,11,10,9,15,10,10,9,11,15,10,8,12,15,15,15,11,15,268,Goalie
1091,0,57,Sergei Potvinov,BUF,G,11,11,9,9,15,11,13,9,11,15,10,8,11,15,15,15,12,15,289,Goalie
1097,0,57,Damien Vertigo,CHI,G,14,15,9,11,15,13,13,9,13,14,10,8,10,15,15,15,10,15,375,Goalie
1142,0,57,Vincent Mietitore,WPG,G,13,13,10,10,15,13,13,9,13,15,9,8,11,15,15,15,11,15,350,Goalie
33,0,58,Tibuk Soonika,CHI,G,16,16,9,9,18,18,18,5,16,18,12,8,16,15,15,15,17,15,1104,Goalie
35,0,58,Billy Sorokin,WPG,G,14,14,7,7,15,13,14,7,13,15,7,8,13,15,15,15,9,15,375,Goalie
36,0,58,Name Redacted,MAN,G,16,16,11,8,20,16,16,11,17,20,11,8,17,15,15,15,15,15,1150,Goalie
66,0,58,Elle Rush,CGY,G,11,11,9,9,14,12,12,8,11,14,9,8,9,15,15,15,9,15,224,Goalie
67,0,58,Geezus Kryyst,SFP,G,17,17,9,9,17,17,16,9,16,17,10,8,13,15,15,15,14,15,842,Goalie
99,0,58,Harry Carpet,TOR,G,19,20,14,14,20,19,20,13,19,20,14,8,18,15,15,15,18,15,1981,Goalie
100,0,58,Peter Ramsay,EDM,G,15,15,10,10,15,15,15,10,16,17,10,8,15,15,15,15,15,15,677,Goalie
102,0,58,Junior Guarda,HAM,G,13,13,5,6,13,11,13,7,13,11,9,8,12,15,15,15,5,15,225,Goalie
132,0,58,Peter Larson,MAN,G,17,17,14,13,18,17,18,13,17,18,13,8,17,15,15,15,16,15,1246,Goalie
134,0,58,Phillip Weaver,TBB,G,17,17,10,10,17,16,15,10,15,17,10,8,15,15,15,15,15,15,827,Goalie
135,0,58,Mat Smith,CHI,G,14,14,9,10,15,13,13,9,14,15,9,8,13,15,15,15,13,15,422,Goalie
168,0,58,Separa Borro,MIN,G,13,13,9,8,15,13,16,9,14,15,9,8,12,15,15,15,12,15,424,Goalie
232,0,58,Luca Del Vecchio,BAP,G,18,19,10,13,20,20,20,13,18,20,13,8,17,15,15,15,16,15,1730,Goalie
264,0,58,Kata Vilde,CGY,G,17,17,9,9,20,17,18,9,17,20,9,8,18,15,15,15,17,15,1352,Goalie
299,0,58,Chimkin Tendy,BUF,G,14,14,9,11,15,12,12,11,13,16,13,8,11,15,15,15,11,15,425,Goalie
331,0,58,Markus Tegernako,MIN,G,18,18,14,15,20,19,19,14,18,20,15,8,19,15,15,15,17,15,1826,Goalie
