id,name,position,league,team,season,gamesPlayed,timeOnIce,goals,assists,points,plusMinus,pim,ppGoals,ppAssists,ppPoints,ppTimeOnIce,shGoals,shAssists,shPoints,shTimeOnIce,gwg,faceoffs,faceoffWins,fights,fightWins,fightLosses,hits,giveaways,takeaways,shotsBlocked,shotsOnGoal,gameRating,offensiveGameRating,defensiveGameRating,rookie,advancedStats_PDO,advancedStats_GF60,advancedStats_GA60,advancedStats_SF60,advancedStats_SA60,advancedStats_CF,advancedStats_CA,advancedStats_CFPct,advancedStats_CFPctRel,advancedStats_FF,advancedStats_FA,advancedStats_FFPct,advancedStats_FFPctRel,pos,pos_broad
440,Bork Lazer,LD,1,ANC,53,7,8485,2,4,6,1,0,0,0,0,101,0,1,1,548,NA,NA,NA,0,0,0,22,6,0,8,8,56,46,63,TRUE,110.4,3.7,3.2,18.4,33.5,80,134,37.4,-10.4,55,99,35.7,-12.5,Defense,Defense
443,Braden Lowrie,LW,1,ANC,53,7,7593,1,1,2,-3,2,0,0,0,339,0,0,0,105,NA,NA,NA,0,0,0,2,4,1,4,20,63,58,66,FALSE,96.1,1.5,3,22.7,28.7,81,108,42.9,-2.2,60,79,43.2,-1.4,Forward,Wing
447,Thorbjorn Gunnarson,RW,1,ANC,53,7,3723,2,2,4,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1,0,1,2,4,57,56,57,TRUE,109.3,3.9,1.9,27.1,38.7,53,71,42.7,-2,37,56,39.8,-5.5,Forward,Wing
456,Corey Rigler,LW,1,ANC,53,7,3874,0,1,1,2,0,0,0,0,0,0,0,0,154,NA,NA,NA,0,0,0,2,0,0,0,6,54,56,50,TRUE,108.5,3.9,1.9,28.1,36.8,55,68,44.7,0.4,38,54,41.3,-3.6,Forward,Wing
900000,Cyril Vyskoc,C,1,ANC,53,7,5864,1,0,1,0,4,0,0,0,1519,0,0,0,0,NA,NA,NA,0,0,0,5,2,0,3,9,63,57,67,FALSE,103.7,2.5,2.5,19.9,28.2,45,70,39.1,-6.4,32,44,42.1,-2.5,Forward,Center
900001,Danny White,LW,1,ANC,53,7,5757,0,2,2,0,4,0,0,0,1471,0,0,0,0,NA,NA,NA,0,0,0,3,1,0,6,17,59,56,63,FALSE,102.7,2.5,2.5,21.8,28.6,47,65,42,-2.9,33,43,43.4,-0.9,Forward,Wing
37,Alex Ranch,RD,1,KEL,53,15,13900,0,2,2,3,2,0,0,0,0,0,0,0,214,NA,NA,NA,0,0,0,28,4,3,2,13,54,50,56,FALSE,100.7,3.4,2.6,30.2,24.7,208,181,53.5,-1.4,154,131,54,-2,Defense,Defense
39,Luciano Vessot,RD,1,KEL,53,15,22626,2,12,14,-3,4,1,5,6,1355,0,0,0,574,NA,NA,NA,0,0,0,12,11,7,15,41,65,64,64,FALSE,96.6,2.3,2.8,29.7,25.4,320,269,54.3,-0.3,245,195,55.7,0.2,Defense,Defense
40,Adam Scianna,LD,1,KEL,53,15,23352,3,7,10,1,4,1,3,4,1355,0,0,0,1233,NA,NA,NA,0,0,0,26,15,12,16,37,62,52,71,FALSE,99.6,2.3,2.1,29.1,25.5,312,276,53.1,-2.4,245,202,54.8,-1.2,Defense,Defense
41,Noah Nystrom,RD,1,KEL,53,15,19320,0,4,4,8,2,0,1,1,508,0,0,0,1256,NA,NA,NA,0,0,0,19,8,6,19,16,56,49,61,FALSE,103.6,3.1,1.4,31.8,23.6,291,240,54.8,0.4,220,174,55.8,0.5,Defense,Defense
46,Gylfi Eriksson,LW,1,KEL,53,15,18742,5,3,8,-2,0,0,0,0,394,0,0,0,1253,NA,NA,NA,0,0,0,42,5,5,15,36,64,68,56,FALSE,97.5,2.3,2.7,29.7,26.5,273,248,52.4,-3.2,203,177,53.4,-3.2,Forward,Wing
47,Kalevolaripaavo Kaspertom,RW,1,KEL,53,15,16478,9,9,18,3,4,5,2,7,1360,0,0,0,0,NA,NA,NA,0,0,0,24,9,5,10,48,65,64,63,FALSE,101.2,3.1,2.4,31.4,27.4,239,206,53.7,-1.2,178,158,53,-3.6,Forward,Wing
48,Theo Golury,LW,1,KEL,53,15,14342,5,4,9,6,2,0,0,0,0,0,0,0,240,NA,NA,NA,0,0,0,17,8,2,19,39,68,66,67,FALSE,103,3.1,1.5,30.9,22.2,228,173,56.9,3.2,170,127,57.2,2.3,Forward,Wing
50,Andrey Barbashev II,RW,1,KEL,53,15,18449,5,10,15,-5,2,1,6,7,1428,0,0,0,0,NA,NA,NA,0,0,0,9,9,5,10,43,65,65,63,FALSE,94.6,1.9,3,29.2,24.7,271,230,54.1,-0.6,204,158,56.4,1.2,Forward,Wing
51,Rocco Berni,C,1,KEL,53,15,18497,0,9,9,-4,6,0,1,1,1463,0,0,0,0,NA,NA,NA,0,0,0,18,4,8,22,30,66,65,65,FALSE,95.2,2.1,3,29.8,24.9,274,232,54.2,-0.6,207,160,56.4,1.3,Forward,Center
52,Ethan Duncan,C,1,KEL,53,15,15549,3,6,9,10,6,0,0,0,0,0,0,0,1154,NA,NA,NA,0,0,0,17,6,4,11,28,60,60,57,FALSE,107.8,3.5,1,28.5,22.3,219,178,55.2,0.9,160,132,54.8,-1,Forward,Center
54,Ebenezer Virtanen,LD,1,KEL,53,15,18609,2,3,5,4,4,0,1,1,508,0,0,0,671,NA,NA,NA,0,0,0,14,6,4,9,23,70,55,82,FALSE,99.6,3.1,2.3,33,23.1,301,231,56.6,3.2,222,166,57.2,2.6,Defense,Defense
55,Morgan Forestier,C,1,KEL,53,15,15939,4,3,7,2,0,2,0,2,435,0,0,0,240,NA,NA,NA,0,0,0,22,2,9,17,26,61,62,57,FALSE,99.9,3.3,2.8,33.7,28.5,254,212,54.5,0,193,164,54.1,-2.2,Forward,Center
59,Jaska Seppala,LW,1,KEL,53,15,16150,6,3,9,3,2,0,0,0,435,0,0,0,0,NA,NA,NA,0,0,0,19,12,2,13,41,59,62,55,FALSE,101.1,3.2,2.5,30.9,27.3,246,212,53.7,-1.2,187,159,54,-2.1,Forward,Wing
353,Daniel Laforest,C,1,KEL,53,15,6602,2,2,4,4,0,0,0,0,0,0,0,0,738,NA,NA,NA,0,0,0,5,3,2,13,19,57,54,58,TRUE,103.6,4.3,1.8,33.2,19.6,95,73,56.5,2.3,74,49,60.2,5.2,Forward,Center
358,Simon Takshak,RW,1,KEL,53,15,6585,2,3,5,5,0,0,0,0,0,0,0,0,484,NA,NA,NA,0,0,0,13,5,4,2,11,53,53,53,TRUE,104.9,4.7,1.8,33.6,19.5,97,77,55.7,1.4,76,50,60.3,5.4,Forward,Wing
360,Justin Keahi,RW,1,KEL,53,15,14757,3,6,9,7,2,0,0,0,0,0,0,0,690,NA,NA,NA,0,0,0,24,4,7,4,16,57,58,53,TRUE,103.8,3.3,1.5,31.2,22.5,229,173,57,3.3,171,127,57.4,2.5,Forward,Wing
446,Rotticus Scott,LW,1,KEL,53,15,5899,2,4,6,6,2,0,0,0,74,0,0,0,43,NA,NA,NA,0,0,0,6,3,1,4,11,55,56,54,TRUE,106.6,5.6,1.9,33,18.1,90,70,56.3,1.9,72,47,60.5,5.6,Forward,Wing
457,Devin Williams,LD,1,KEL,53,15,13851,0,6,6,2,4,0,0,0,0,0,0,0,106,NA,NA,NA,0,0,0,8,6,5,11,14,59,51,66,TRUE,100,3.1,2.6,29.9,24.9,208,182,53.3,-1.6,154,132,53.8,-2.3,Defense,Defense
10,Renji Atake,RD,1,NL,53,7,5211,1,1,2,0,2,0,0,0,90,0,1,1,461,NA,NA,NA,0,0,0,8,4,0,6,6,49,48,49,TRUE,97.6,3.1,3.9,31.7,31.7,78,81,49.1,7.2,54,61,47,8.3,Defense,Defense
23,Guy LeGrande,C,1,NL,53,7,7368,2,1,3,2,0,0,0,0,0,0,0,0,826,NA,NA,NA,0,0,0,2,2,0,5,7,60,61,57,TRUE,106.6,2.8,1.7,24.8,36.3,101,106,48.8,7.5,67,84,44.4,5.5,Forward,Center
124,Mats Marner,C,1,NL,53,7,4904,1,1,2,-3,0,0,0,0,383,0,0,0,415,NA,NA,NA,0,0,0,3,0,1,7,10,56,57,53,TRUE,97,1.8,5.3,18.4,42.1,49,89,35.5,-9.7,30,68,30.6,-12,Forward,Center
142,Jukka Timonen,RD,1,NL,53,7,11616,1,4,5,-3,2,1,0,1,1206,0,0,0,638,NA,NA,NA,0,0,0,0,7,7,6,21,66,61,69,FALSE,98.2,1.5,2.6,27.3,35.7,133,184,42,-2.5,95,140,40.4,0,Defense,Defense
148,Steve Harrington,LW,1,NL,53,7,9595,2,6,8,1,4,1,0,1,1206,0,0,0,0,NA,NA,NA,0,0,0,1,3,6,2,25,68,70,65,FALSE,102.4,3.4,3,27.9,30.5,107,139,43.5,0.1,78,103,43.1,4,Forward,Wing
150,SLATT Potts,RW,1,NL,53,7,9895,3,2,5,2,6,0,0,0,1253,0,0,0,372,NA,NA,NA,0,0,0,6,1,2,5,20,64,66,61,FALSE,102.2,3.5,3,28.3,30,106,137,43.6,0.3,77,101,43.3,4.2,Forward,Wing
154,Patric Twist,LW,1,NL,53,7,6868,2,2,4,1,2,0,0,0,383,0,0,0,194,NA,NA,NA,0,0,0,15,1,5,5,10,66,66,60,FALSE,105.2,2.9,2.3,25.2,37.2,97,104,48.3,6.7,62,83,42.8,3.2,Forward,Wing
159,Ryuuji Minamino,RW,1,NL,53,7,7678,2,3,5,-1,0,0,0,0,1343,0,0,0,0,NA,NA,NA,0,0,0,13,1,6,2,23,67,63,69,FALSE,102.2,2.3,2.8,23.3,37.5,94,105,47.2,5.3,60,84,41.7,1.7,Forward,Wing
160,(Clean) Andrei Kostitsyn,RW,1,NL,53,7,5394,2,1,3,-3,0,0,0,0,0,0,0,0,18,NA,NA,NA,0,0,0,15,3,1,12,5,56,56,51,FALSE,101.8,2.7,4.7,20.8,42.2,65,111,36.9,-8.5,40,84,32.3,-10.7,Forward,Wing
161,Mattias Birdstrom,LW,1,NL,53,7,6696,0,1,1,-4,0,0,0,0,383,0,0,0,754,NA,NA,NA,0,0,0,3,1,1,4,5,55,59,51,FALSE,97.8,1.9,4.5,22.7,42.1,74,115,39.2,-5.7,47,87,35.1,-7.2,Forward,Wing
164,Liam Slate,RW,1,NL,53,2,672,0,0,0,-1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,3,51,51,51,FALSE,0,0,5.4,58.9,5.4,16,5,76.2,31,12,3,80,40.6,Forward,Wing
178,Elias Kierkegaard,LD,1,NL,53,7,5298,1,1,2,-1,4,0,0,0,90,1,0,1,479,NA,NA,NA,0,0,0,3,5,2,2,9,55,54,55,TRUE,96.1,3,4.6,31.2,33.5,76,84,47.5,5.2,52,65,44.4,5.1,Defense,Defense
254,Matthew Forrester,C,1,NL,53,7,9873,1,6,7,1,0,0,2,2,1253,0,0,0,194,NA,NA,NA,0,0,0,7,0,3,11,13,63,64,58,TRUE,102.1,3.4,3,28.6,30.3,110,139,44.2,1.2,80,103,43.7,5,Forward,Center
336,Tinke Jutila,LD,1,NL,53,7,10597,0,0,0,-3,8,0,0,0,90,0,0,0,423,NA,NA,NA,0,0,0,8,0,2,10,7,63,53,72,TRUE,98.1,1.4,2.5,27.5,35.3,140,186,42.9,-0.8,99,142,41.1,1.1,Defense,Defense
368,Jack Klompus,LD,1,NL,53,7,9762,2,3,5,2,0,0,0,0,430,0,0,0,323,NA,NA,NA,0,0,0,11,5,2,8,11,65,59,68,TRUE,110.6,4,3.2,20.4,35.6,110,148,42.6,-1.2,70,113,38.3,-3.3,Defense,Defense
371,PBJ Souppan,RD,1,NL,53,7,9971,0,3,3,2,0,0,0,0,520,0,0,0,367,NA,NA,NA,0,0,0,10,3,4,12,7,58,48,66,TRUE,110.7,4,3.2,20.2,35.7,110,150,42.3,-1.7,70,115,37.8,-4,Defense,Defense
387,Gavin Wallace,C,1,NL,53,7,4627,1,1,2,-2,2,0,0,0,0,0,0,0,43,NA,NA,NA,0,0,0,3,0,0,4,6,55,57,51,TRUE,97.5,2.4,3.9,26.7,34.6,62,83,42.8,-0.8,42,64,39.6,-1,Forward,Center
394,Niccolo Livius,LW,1,NL,53,7,3107,0,0,0,-1,0,0,0,0,0,0,0,0,58,NA,NA,NA,0,0,0,9,2,0,2,3,50,52,46,TRUE,99.2,2.4,3.5,24.8,34.2,40,59,40.4,-3.5,28,46,37.8,-3,Forward,Wing
428,Red Arrow,RW,1,NL,53,5,2552,0,0,0,-1,0,0,0,0,0,0,0,0,103,NA,NA,NA,0,0,0,0,1,0,2,2,52,51,52,TRUE,109.3,2.9,4.4,14.7,41.2,26,56,31.7,-11.5,16,45,26.2,-15.5,Forward,Wing
44,Chet Hillier,RD,1,ANA,53,12,14197,1,1,2,-4,16,0,0,0,161,0,0,0,599,NA,NA,NA,0,0,0,12,0,3,3,11,54,50,57,TRUE,98,1.9,2.9,21.7,27.6,151,200,43,-11.9,113,151,42.8,-11.9,Defense,Defense
152,James LeBlond,LD,1,ANA,53,12,14961,2,1,3,-4,8,0,0,0,494,0,0,0,817,NA,NA,NA,0,0,0,20,6,6,11,13,59,50,67,TRUE,98.5,1.8,2.9,21.4,28.5,152,203,42.8,-12.2,116,156,42.6,-12.3,Defense,Defense
169,Andreas Stacks,RD,1,ANA,53,12,11439,0,2,2,-2,2,0,0,0,0,0,0,0,817,NA,NA,NA,0,0,0,14,4,3,18,9,51,49,51,FALSE,97.5,2.7,3.4,29.8,29.1,158,174,47.6,-5.3,116,127,47.7,-4.6,Defense,Defense
174,Alex Petrenko,LD,1,ANA,53,12,20358,1,4,5,-2,6,0,1,1,1661,0,0,0,1268,NA,NA,NA,0,0,0,16,8,8,17,31,71,54,85,FALSE,95.2,2.7,2.9,35.3,23.3,301,202,59.8,14.7,217,147,59.6,14.6,Defense,Defense
177,Taylor Johansson,C,1,ANA,53,12,13776,2,2,4,-4,6,0,0,0,528,0,0,0,587,NA,NA,NA,0,0,0,11,8,4,2,24,62,58,62,FALSE,95.1,1.7,2.6,24.7,21.6,167,168,49.9,-2.1,112,120,48.3,-3.8,Forward,Center
180,John Forfeit,RW,1,ANA,53,12,12025,1,3,4,-8,2,0,0,0,528,0,0,0,1422,NA,NA,NA,0,0,0,9,6,4,12,19,54,52,54,FALSE,89.7,2.1,4.6,29.7,26.4,155,130,54.4,3.9,114,97,54,3.9,Forward,Wing
181,Ethan Price,LW,1,ANA,53,12,16416,3,7,10,2,2,1,1,2,1766,0,0,0,590,NA,NA,NA,0,0,0,10,8,3,9,51,67,70,63,FALSE,100.8,2.6,2,32.3,28.7,214,203,51.3,-0.1,161,154,51.1,0,Forward,Wing
185,Rhys Pritchard,RW,1,ANA,53,12,14299,6,3,9,0,0,0,0,0,528,0,0,0,2,NA,NA,NA,0,0,0,10,0,4,19,37,64,68,57,FALSE,99.8,2.6,2.4,32.4,28.5,211,194,52.1,1.1,158,149,51.5,0.6,Forward,Wing
186,Bale,RW,1,ANA,53,12,14288,2,1,3,-4,4,1,0,1,1714,0,0,0,0,NA,NA,NA,0,0,0,5,8,6,12,25,58,60,56,FALSE,94.3,1.4,2.6,25.8,22.9,174,169,50.7,-0.9,118,122,49.2,-2.7,Forward,Wing
192,C.T. Carragher,C,1,ANA,53,12,17166,1,10,11,2,2,0,2,2,1766,0,0,0,1481,NA,NA,NA,0,0,0,13,2,7,11,30,74,68,75,FALSE,100.6,2.6,2.1,33.4,29,219,199,52.4,1.5,165,152,52.1,1.5,Forward,Center
193,Pooks Halloway,RW,1,ANA,53,12,6080,2,2,4,1,0,0,0,0,0,0,0,0,899,NA,NA,NA,0,0,0,2,2,2,11,11,57,58,57,FALSE,103.4,4.2,3.5,25.7,27.1,71,75,48.6,-3.1,52,55,48.6,-2.8,Forward,Wing
196,Ziggy Tambo,LW,1,ANA,53,12,13116,1,2,3,-3,4,0,0,0,483,0,0,0,0,NA,NA,NA,0,0,0,16,6,5,14,22,58,59,56,FALSE,94.8,1.7,2.6,25.9,21.7,175,166,51.3,-0.1,119,118,50.2,-1.2,Forward,Wing
197,Rikard Hammarberg,C,1,ANA,53,12,10702,2,2,4,-7,4,0,0,0,11,0,0,0,506,NA,NA,NA,0,0,0,4,4,6,9,27,60,59,57,FALSE,89.8,2.1,4.6,28.6,26.2,153,134,53.3,2.5,112,99,53.1,2.6,Forward,Center
255,Skipper Joe,C,1,ANA,53,12,5109,1,3,4,1,2,0,0,0,0,0,0,0,150,NA,NA,NA,0,0,0,9,1,0,5,6,50,53,47,FALSE,102.6,4.4,3.6,28.3,28.3,68,76,47.2,-4.7,54,55,49.5,-1.8,Forward,Center
356,Grant Thurber,C,1,ANA,53,12,5713,2,2,4,2,2,0,0,0,0,0,0,0,269,NA,NA,NA,0,0,0,4,6,0,4,9,52,53,51,FALSE,103.4,4.6,3.3,29.8,27.1,79,80,49.7,-2,63,57,52.5,1.6,Forward,Center
426,Etan Merauk,LW,1,ANA,53,12,9772,1,3,4,-7,2,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,8,4,5,5,19,53,57,47,TRUE,89.6,2.2,4.8,28.7,26.5,147,128,53.5,2.7,108,95,53.2,2.8,Forward,Wing
437,Aj Patella,LD,1,ANA,53,12,11627,0,3,3,-2,2,0,0,0,161,0,0,0,772,NA,NA,NA,0,0,0,7,7,1,3,12,59,52,65,TRUE,97.8,2.7,3.4,29,29.3,154,175,46.8,-6.3,114,128,47.1,-5.5,Defense,Defense
453,Emilia Bergman,RD,1,ANA,53,12,20405,2,2,4,-2,6,0,0,0,1724,0,0,0,1238,NA,NA,NA,0,0,0,24,2,7,18,20,62,52,70,TRUE,95.5,2.7,2.9,35.1,23.7,299,205,59.3,13.8,215,149,59.1,13.7,Defense,Defense
91,Terrence Smith,RD,1,COL,53,3,2663,0,0,0,-3,0,0,0,0,71,0,0,0,87,NA,NA,NA,0,0,0,1,2,0,1,2,50,49,50,FALSE,97.2,2.9,7.2,21.6,44.6,26,54,32.5,1.6,18,44,29,-0.5,Defense,Defense
157,Mack Daddy,C,1,COL,53,1,473,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,53,52,55,FALSE,100,0,0,15.2,45.7,3,9,25,-8.3,3,6,33.3,3.1,Forward,Center
208,Bradley Barkov,RD,1,COL,53,4,5817,0,0,0,-1,0,0,0,0,770,0,0,0,255,NA,NA,NA,0,0,0,1,4,3,5,4,60,55,64,FALSE,97.2,0,0.8,12.8,27,38,79,32.5,1.4,23,58,28.4,-1.8,Defense,Defense
209,Bryce Turner,LD,1,COL,53,4,5826,0,0,0,-2,0,0,0,0,770,0,0,0,172,NA,NA,NA,0,0,0,6,3,1,5,10,57,53,60,FALSE,105.2,2.2,3.7,17,47.2,44,109,28.8,-4.6,36,83,30.3,1.1,Defense,Defense
210,Anrijs Asts,RD,1,COL,53,4,4679,0,0,0,-2,0,0,0,0,0,0,0,0,137,NA,NA,NA,0,0,0,7,1,2,5,2,50,46,51,TRUE,104.8,2.4,4,19,51.5,47,109,30.1,-2.3,36,82,30.5,1.5,Defense,Defense
213,Hariken Urawa,RW,1,COL,53,4,4801,1,0,1,-2,2,0,0,0,694,0,0,0,0,NA,NA,NA,0,0,0,2,2,2,6,10,65,64,70,FALSE,104.8,1.8,3.5,12.3,36.8,45,83,35.2,5.6,24,59,28.9,-1,Forward,Wing
215,Sven Svenson,LW,1,COL,53,4,4837,0,0,0,-2,4,0,0,0,694,0,0,0,0,NA,NA,NA,0,0,0,2,2,3,9,6,59,56,63,FALSE,104.8,1.7,3.5,12.2,36.5,45,84,34.9,5.2,24,59,28.9,-1,Forward,Wing
217,Ragnar Skallargrimson,LW,1,COL,53,4,3419,0,0,0,-2,0,0,0,0,0,0,0,0,91,NA,NA,NA,0,0,0,4,1,2,2,3,56,54,55,TRUE,94.4,1.1,3.2,19.5,29.2,32,56,36.4,6.4,24,44,35.3,7.5,Forward,Wing
218,Tomas Grygera,C,1,COL,53,3,1528,0,1,1,-2,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,1,2,58,55,59,FALSE,92,0,4.7,18.8,58.9,12,39,23.5,-9.4,11,33,25,-5.4,Forward,Center
221,Simothy Drunkebird,C,1,COL,53,4,4911,1,1,2,2,2,0,0,0,694,0,0,0,190,NA,NA,NA,0,0,0,7,1,1,2,5,65,61,65,FALSE,114.9,2.7,0.9,15.2,32.2,45,80,36,6.8,27,55,32.9,4.6,Forward,Center
225,Chris Cerullo,C,1,COL,53,4,3808,1,0,1,-4,2,0,0,0,189,0,0,0,86,NA,NA,NA,0,0,0,2,1,2,2,3,55,55,54,FALSE,98,1,5.1,11.2,45.9,24,72,25,-8.7,15,58,20.5,-12.3,Forward,Center
226,Hiroshi Ohira,RW,1,COL,53,4,3806,0,2,2,-1,0,0,0,0,189,0,0,0,196,NA,NA,NA,0,0,0,1,1,3,6,3,67,65,67,FALSE,104.1,2.1,3.2,17.9,41,27,69,28.1,-4.5,21,53,28.4,-1.7,Forward,Wing
261,Asclepius Perseus Flitter,RW,1,COL,53,4,2001,0,1,1,-2,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,2,1,1,1,3,50,50,50,FALSE,93.5,0,3.6,18,55.8,15,48,23.8,-9.2,14,39,26.4,-4,Forward,Wing
343,Aumy Jr.,RD,1,COL,53,1,1214,0,0,0,-1,2,0,0,0,42,0,0,0,0,NA,NA,NA,0,0,0,4,0,1,0,0,56,50,63,TRUE,80,0,3.1,9.2,15.4,8,13,38.1,8.1,6,9,40,13,Defense,Defense
361,Noah Johns II,RW,1,COL,53,4,3065,1,0,1,-2,0,0,0,0,0,0,0,0,35,NA,NA,NA,0,0,0,1,1,0,6,3,51,54,49,TRUE,94.4,1.2,3.6,21.4,32.1,28,57,32.9,1.9,22,43,33.8,5.5,Forward,Wing
388,Jean-Uthred Ragnarsson-Tr,C,1,COL,53,4,3541,0,0,0,-2,0,0,0,0,0,0,0,0,162,NA,NA,NA,0,0,0,4,0,1,3,4,60,53,63,TRUE,94.4,1.1,3.2,19.2,28.8,32,57,36,5.9,24,44,35.3,7.5,Forward,Center
395,Randen Skog,LW,1,COL,53,4,2423,0,0,0,-3,0,0,0,0,0,0,0,0,41,NA,NA,NA,0,0,0,4,0,0,2,0,50,52,47,TRUE,90.6,0,4.5,15.1,48.4,19,49,27.9,-4.3,16,42,27.6,-2.6,Forward,Wing
403,Georgy Gorbachenko,LD,1,COL,53,4,5100,0,1,1,-2,0,0,0,0,0,0,0,0,220,NA,NA,NA,0,0,0,4,0,1,2,2,62,53,67,FALSE,94.3,0,1.5,14.8,25.8,41,78,34.5,4.3,26,57,31.3,2.4,Defense,Defense
414,Carlos Brown,LW,1,COL,53,4,3794,1,2,3,-1,0,0,0,0,189,0,0,0,157,NA,NA,NA,0,0,0,8,1,1,7,7,57,62,50,TRUE,104.8,2.1,3.1,17.7,44.9,27,75,26.5,-6.9,21,58,26.6,-4.3,Forward,Wing
442,Sheen Beckett,RD,1,COL,53,4,3727,0,0,0,-3,0,0,0,0,113,0,0,0,87,NA,NA,NA,0,0,0,1,3,0,1,3,50,49,49,TRUE,98.6,2,5.1,19.4,42.9,37,75,33,2.2,24,59,28.9,-1,Defense,Defense
220,Henrik Lundqvist Jr.,C,1,DET,53,17,9231,0,2,2,2,2,0,0,0,0,0,0,0,81,NA,NA,NA,0,0,0,6,3,5,19,14,59,55,61,FALSE,101.9,2,1.2,28.3,23.2,136,113,54.6,-3.8,102,78,56.7,-0.9,Forward,Center
235,Magnus Liljestrom,LD,1,DET,53,17,23636,0,9,9,5,0,0,0,0,393,0,0,0,922,NA,NA,NA,0,0,0,6,12,11,11,28,60,53,67,FALSE,101.3,2.9,2.1,32.3,27.3,402,301,57.2,-1.2,285,238,54.5,-5,Defense,Defense
