name_fix,PlayerID,seasons
Eric Hudson,290,"52, 53, 54, 55"
Eric Hudson,5000267,"17, 18, 21"
Fife Gibbs,5000321,23
Fife Gibbs,5000355,24
Franjo Frankopan Jelacic,3334,"80, 81"
Franjo Frankopan Jelacic,3822,"81, 82, 83"
Goony Toons,1394,"66, 68, 69"
Goony Toons,1956,67
Gus Ceroni,523,"62, 63, 64"
Gus Ceroni,739,"61, 62, 63"
Haddie Minch,3442,"84, 85"
Haddie Minch,3622,"82, 83"
Heath Nicol,1569,"67, 68, 69, 70, 71, 72, 73, 74"
Heath Nicol,1821,66
Ivan Scochnikov,1537,"65, 66, 68"
Ivan Scochnikov,1849,67
J.J. James Jamerson Angler,691,"59, 60, 61, 62, 63"
J.J. James Jamerson Angler,748,58
Jack Burton,5000298,23
Jack Burton,5000338,24
Jack Reacher,2984,"75, 78"
Jack Reacher,1001024,25
Jake Peralta,503,"56, 57"
Jake Peralta,5000275,"46, 47, 48, 49, 50"
Jastik Janorksson,1002694,48
Jastik Janorksson,1004804,51
Jeff Santiago,1063,"64, 65, 66, 67"
Jeff Santiago,3313,"79, 80, 81, 82"
Jimmy Wagner,324,"52, 53, 54, 55"
Jimmy Wagner,1100132,"33, 34, 35"
Jorgen Dahlssen,1002014,"25, 27, 28"
Jorgen Dahlssen,1002146,29
Josiah Hansen,885,61
Josiah Hansen,948,"59, 60"
Jouni Paarma,3112,"79, 80"
Jouni Paarma,3582,78
Juuse Laukkanen,1455,69
Juuse Laukkanen,1488,68
Kaapo Kekkonen,5000283,23
Kaapo Kekkonen,5000324,24
Kanye South,82,60
Kanye South,891,60
Kevin Newman,625,"59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84"
Kevin Newman,1467,62
Klaus Wagner,5000297,23
Klaus Wagner,5000336,24
Koda Judacia,1260,68
Koda Judacia,1995,66
Logan Wong,273,"55, 56, 57, 58, 59"
Logan Wong,483,54
Lucas Raymond,942,"59, 60, 61, 62, 63"
Lucas Raymond,2926,"75, 76, 77, 78"
Luka Nogoalov,1643,"69, 70, 71"
Luka Nogoalov,1846,68
M'Baku Olubori,1150,63
M'Baku Olubori,1733,"64, 65, 66, 67"
Mark Andrew Flower,2943,"77, 78, 79"
Mark Andrew Flower,3490,80
Matty Ice,1089,65
Matty Ice,1842,67
Mertin Broduer,68,54
Mertin Broduer,956,"57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85"
Mitchell Dambach,5000307,23
Mitchell Dambach,5000348,24
Mr Lightning,1868,"65, 66, 67"
Mr Lightning,1991,"66, 67, 68, 69, 70, 71"
Mrs. McSaves,1097,"63, 64, 65"
Mrs. McSaves,1373,62
Nathan Abel,2554,74
Nathan Abel,2629,"75, 76, 77, 78"
Nicholas Scalice,1779,74
Nicholas Scalice,2560,72
Nicholas Scalice,3242,76
Nicholas Scalice,3400,"77, 78, 79"
Nicholas Scalice,4056,"81, 82, 83, 84"
Nikolaj Boyle,568,"56, 57, 58, 59"
Nikolaj Boyle,5000274,"42, 43"
PBJ Souppan,371,"53, 54, 55, 56"
PBJ Souppan,779,57
Paddy Kane-Reilly II,248,52
Paddy Kane-Reilly II,599,55
Patrice Bergeron,1773,"68, 69, 70, 71"
Patrice Bergeron,5000269,16
Patrick Brumm,5000304,23
Patrick Brumm,5000341,24
Peter Parker,2376,75
Peter Parker,1000723,"15, 16"
Petr Vrana,1546,"68, 69, 70, 71"
Petr Vrana,5000277,"42, 43, 44, 45"
Petra Sabor,694,"60, 61, 62"
Petra Sabor,872,63
Petra Sabor,1043,"65, 66"
Pierre LeBlanc,3088,80
Pierre LeBlanc,3505,"81, 82"
Radovan Hudec,1002386,"39, 40, 41"
Radovan Hudec,1002473,"42, 43"
Ray Pejonis,5000284,23
Ray Pejonis,5000325,24
Reginald Howard,5000288,23
Reginald Howard,5000330,24
Ren Lee,2662,"83, 84"
Ren Lee,4563,85
Richard D'amour,5000318,23
Richard D'amour,5000331,24
Robb Wind,5000302,23
Robb Wind,5000346,24
Roddy Ross,786,"58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74"
Roddy Ross,1081,"58, 59, 60, 61, 62, 63, 64, 65, 66, 67"
Ryan Aaron,133,52
Ryan Aaron,523,"55, 56"
Ryan Cvitkovich,21,"51, 52, 53"
Ryan Cvitkovich,28,"54, 55"
Scott Escobar,2494,"83, 84, 85"
Scott Escobar,1000361,"19, 20, 22, 30"
Scottey Crawfling,1186,"62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85"
Scottey Crawfling,5000276,"41, 42, 43, 44"
Shayne Gow,5000281,23
Shayne Gow,5000327,24
Shiqa Vitalievich,198,53
Shiqa Vitalievich,5000280,"49, 50, 51"
Skyler Stevens,66,"52, 53, 54, 55, 56"
Skyler Stevens,3257,"76, 77, 78, 79"
Slava Petrov,518,54
Slava Petrov,566,"55, 56, 57, 58"
Sophie Bordeleau,1355,"64, 65, 66, 67"
Sophie Bordeleau,1571,63
Takemichi Hanagaki,2564,"83, 84"
Takemichi Hanagaki,4388,85
Theo Kane,3228,"76, 77, 78, 79"
Theo Kane,1000865,20
Thor Odinsson,1465,"70, 71"
Thor Odinsson,2490,"73, 74"
Tibuk Soonika,1790,"69, 70, 71, 72"
Tibuk Soonika,5000278,"45, 46, 47, 48"
Tim Bunnings,988,"63, 64, 65, 66"
Tim Bunnings,1287,62
Toki Wartooth,236,"52, 53, 54, 55"
Toki Wartooth,5000268,"19, 20"
Trevor Lopez,1593,75
Trevor Lopez,3262,"76, 77, 78, 79"
Trevor Malone,957,"61, 62, 63, 64"
Trevor Malone,1422,65
Trippy Volta,1303,68
Trippy Volta,2023,"69, 70, 71, 72, 73, 74, 75"
Troy McClure III,2563,73
Troy McClure III,5000273,"41, 42"
Ty Justice,2895,"77, 78, 79, 80"
Ty Justice,1001161,"28, 29, 30"
Vyacheslav Shevchenko,2312,"72, 73, 74, 75"
Vyacheslav Shevchenko,3154,"83, 84, 85"
Wayne Glensky,728,"61, 62, 64, 65"
Wayne Glensky,3718,"84, 85"
Yompy Stearf,170,52
Yompy Stearf,372,55
Zebulon Leavitt,379,58
Zebulon Leavitt,545,"55, 56, 57"
Zhang Liao,1447,"71, 72"
Zhang Liao,2648,"73, 74"
ZzJack's Robot Parm,5000286,23
ZzJack's Robot Parm,5000329,24
