name_fix,PlayerID,seasons
Din Djarin,1607,"64, 65, 66"
Dominik Froste,315,"67, 68"
Dominik Froste,1747,"65, 66"
Don Juan,422,67
Don Juan,1591,"64, 65, 66"
Doug Glatt,607,"59, 60"
Doug Glatt,1273,62
Dumpstr Chukstr,389,53
Dumpstr Chukstr,419,"55, 57"
Duncan The Walrus,79,"58, 60"
Duncan The Walrus,582,59
Dusty Rhodes,48,"67, 68, 69"
Dusty Rhodes,1686,66
Edge Rocks,187,67
Edge Rocks,1575,"64, 65"
Edward Elric,184,"67, 68"
Edward Elric,1695,66
Edward Elric,1745,65
Edward Higginsby,994,61
Edward Higginsby,1269,"62, 63, 64"
Edward Teach,36,55
Edward Teach,331,"57, 58"
Ellis Lee,837,61
Ellis Lee,1010,60
Emil Lindenberg,686,69
Emil Lindenberg,1690,66
Erick Vasilkevs,147,67
Erick Vasilkevs,1507,66
Erkki Kaila,2509,81
Erkki Kaila,2660,"82, 83, 84"
Ezra Wong,1181,61
Ezra Wong,1279,"62, 63, 64"
Faust Faker,311,67
Faust Faker,1583,"64, 65, 66"
Finn Brandt,439,"67, 68"
Finn Brandt,1384,66
Foxy,246,67
Foxy,1486,66
Goony Toons,209,"67, 68, 69"
Goony Toons,1524,66
Gordie Goodenough,1180,61
Gordie Goodenough,1280,"62, 63"
Graj Virrok,240,67
Graj Virrok,1396,66
Graj Virrok,1779,65
Grayson Yates,72,67
Grayson Yates,1484,66
Guy Fieri,523,59
Guy Fieri,1018,"60, 61, 63"
Hai Nam Hoang,441,"67, 68, 69"
Hai Nam Hoang,1526,66
Hail Bingus,97,"58, 59, 60"
Hail Bingus,1469,63
Happy Gilmore,221,"67, 68, 69, 70"
Happy Gilmore,789,71
Heath Nicol,436,"67, 68, 70"
Heath Nicol,1718,66
Hendrik Stahlberg,718,68
Hendrik Stahlberg,1351,66
High Haschdi,316,58
High Haschdi,616,"59, 60"
Hodor,305,"67, 68, 69"
Hodor,1806,"65, 66"
Iam Downski,94,67
Iam Downski,1624,"64, 65"
Isabella Bouchard,132,67
Isabella Bouchard,1470,"63, 64"
Isabella Bouchard,1605,"64, 65, 66"
Ivan Scochnikov,258,67
Ivan Scochnikov,1802,"65, 66"
Jack St. Clair,185,"67, 68, 69"
Jack St. Clair,1379,66
Jacques Hammer,182,"67, 68, 69"
Jacques Hammer,1746,"65, 66"
Jaeger Jones,640,"61, 62, 63, 64"
Jaeger Jones,1063,60
James Boxman II,57,"54, 55"
James Boxman II,562,53
James Lutz,408,"67, 68, 69, 70"
James Lutz,1697,66
Jeff Santiago,1596,"64, 65, 66"
Jeff Santiago,1773,78
Jeff Santiago,2147,"79, 80, 81, 82"
Joel Eriksson,716,"68, 69"
Joel Eriksson,1731,66
John Brown,440,"67, 68, 69, 70"
John Brown,1495,66
Johnny Shuffleboard,175,"54, 55, 56, 57"
Johnny Shuffleboard,564,53
Johnny Shuffleboard,835,"70, 71, 72, 73"
Jon Bell,435,67
Jon Bell,1730,66
Jonathan Mercer,173,"67, 68"
Jonathan Mercer,1603,"64, 65, 66"
Joshua Weber,143,67
Joshua Weber,713,"68, 70"
Julian Eaglesong,316,"67, 68"
Julian Eaglesong,1809,"65, 66"
Julian Florsch,302,"67, 68"
Julian Florsch,1618,"64, 65, 66"
Karl Schaufelberger,273,56
Karl Schaufelberger,474,55
Kelly McMahon,2295,80
Kelly McMahon,2431,"81, 82, 83, 84"
Kezia MacKenzie,180,67
Kezia MacKenzie,1595,"64, 65, 66"
Khalfani,2137,"79, 80, 81"
Khalfani,2662,"82, 83"
Koty Kochan,92,67
Koty Kochan,1537,66
Koty Kochan,1794,65
Kyle Murray,61,"57, 58, 59, 60, 61, 62, 67, 68, 69"
Kyle Murray,1381,66
Lachlan Moon,265,"68, 69"
Lachlan Moon,1368,66
Lando Norris,6,53
Lando Norris,362,54
Landon Fischermann,1019,"60, 61"
Landon Fischermann,1268,"62, 63"
Lazos Otasrob,400,"67, 70"
Lazos Otasrob,1355,66
Leo Bloomfield,233,"54, 55, 56, 57"
Leo Bloomfield,399,53
Liam Logger,113,68
Liam Logger,409,"67, 69, 70"
Linus Grimstad,57,53
Linus Grimstad,223,"54, 55, 56, 57"
Lord Farquaads,235,67
Lord Farquaads,1610,"64, 65, 66"
Louis Perreault,403,"67, 68, 69"
Louis Perreault,1525,66
Luca Hunziker,1287,62
Luca Hunziker,1427,"63, 64, 65, 66"
Lucas Raymond,917,"59, 60, 61, 62"
Lucas Raymond,1539,"75, 76, 77, 78"
Luke Laraque,245,67
Luke Laraque,1609,"64, 65, 66"
M'Baku Olubori,163,67
M'Baku Olubori,1639,"64, 65, 66"
Manny Calavera,60,"67, 68"
Manny Calavera,1791,"65, 66"
Marcel Beck,78,"59, 60, 61, 62"
Marcel Beck,110,58
Matiss Ozolinsh,81,"67, 68, 69, 70"
Matiss Ozolinsh,1518,66
Matsmith Soderberg-Tremblay,244,67
Matsmith Soderberg-Tremblay,1614,"64, 65, 66"
Matthew Mayhem,42,67
Matthew Mayhem,1793,"65, 66"
Matty Ice,260,67
Matty Ice,1768,65
Maxwell King,913,"59, 60, 61"
Maxwell King,1275,"62, 63"
Meta Knight,317,"67, 68"
Meta Knight,1493,66
Miroslav Ketil,75,67
Miroslav Ketil,1619,"64, 65, 66"
Mrs. McSaves,1281,62
Mrs. McSaves,1421,"63, 64, 65"
Munko Aitmukhambetov,95,"67, 68"
Munko Aitmukhambetov,1626,"64, 65, 66"
Nathan Meagher,40,"67, 68, 69, 70"
Nathan Meagher,1693,66
Neal Newland,206,"67, 68"
Neal Newland,1387,66
Nevek Kove,437,"67, 68, 69"
Nevek Kove,1362,66
Niccolo Livius,129,"54, 55, 56, 57"
Niccolo Livius,394,53
Nichael Fitted,53,67
Nichael Fitted,1376,66
Nikolai Skovgaard,140,"67, 68"
Nikolai Skovgaard,1804,"65, 66"
Nino Di Giuseppe,205,"67, 68"
Nino Di Giuseppe,1411,66
Oles Kobliska,88,"67, 68"
Oles Kobliska,1625,"64, 65, 66"
Oskar Von Walther,615,"61, 62, 65"
Oskar Von Walther,1077,60
Otter Von Bismarck,429,67
Otter Von Bismarck,1343,66
Outdoor Truck,1290,62
Outdoor Truck,1434,"63, 64, 65, 66"
Pass Forfeit,70,67
Pass Forfeit,1651,"64, 65, 66"
Patches The III,301,67
Patches The III,1435,63
Patches The III,1608,"64, 65, 66"
Paul Peterson,451,"67, 68"
Paul Peterson,1551,66
Pawter Meowski,144,"67, 68, 69"
Pawter Meowski,1501,66
Peter Mollinek,31,"67, 68"
Peter Mollinek,1340,66
Petra Sabor,1005,62
Petra Sabor,1050,60
Pope Coswi,1099,60
Pope Coswi,1184,"61, 62, 63, 65"
Potential Spam,39,"67, 68, 69"
Potential Spam,1676,66
Pyotr Gallen,457,"67, 68"
Pyotr Gallen,1586,"64, 65, 66"
Raiya Rabinov,98,"67, 68, 69"
Raiya Rabinov,1704,66
Ralph Ryan,55,"67, 68"
Ralph Ryan,1796,"65, 66"
Randen Skog,395,53
Randen Skog,771,"57, 58, 59, 60, 61, 62, 63"
Rasmus Bergling,241,"67, 68, 69"
Rasmus Bergling,1813,"65, 66"
Rikkert Biemans,312,67
Rikkert Biemans,1617,"64, 65, 66"
Rocky Baljoa,5,67
Rocky Baljoa,1569,"64, 65"
Rod Cocker,153,67
Rod Cocker,1784,"65, 66"
Rodrigo Rivic,639,61
Rodrigo Rivic,1270,"62, 63, 64, 65"
Ronnie Pickering,21,67
Ronnie Pickering,1565,"64, 65, 66"
Rush Justice,423,"67, 68, 69"
Rush Justice,1698,66
Ryan Fishman,1982,83
Ryan Fishman,2320,"80, 81"
Ryan Rieley,49,"55, 56"
Ryan Rieley,196,"54, 57, 58"
Scoochie Stratton,398,53
Scoochie Stratton,432,"54, 55, 56"
Seamus O'Slapahan,8,67
Seamus O'Slapahan,1568,"64, 65, 66"
Sean Davies,4,"67, 68, 69"
Sean Davies,1367,66
Sebastian Weiss,375,59
Sebastian Weiss,1008,"60, 61, 62, 63, 64"
Shea O'Connall,9,"67, 68"
Shea O'Connall,1554,66
Sheen Beckett,408,57
Sheen Beckett,442,53
Shiny Shuckle,198,67
Shiny Shuckle,1589,"65, 66"
Sophie Bordeleau,86,67
Sophie Bordeleau,1576,"64, 65, 66"
Spencer Elsby,793,57
Spencer Elsby,1062,60
Sven Gunnar,119,"54, 55, 56, 57"
Sven Gunnar,177,58
Sven Gunnar,545,53
Sven Panda,242,"67, 68, 69"
Sven Panda,1561,66
Taschen Messer,322,67
Taschen Messer,1574,"64, 65, 66"
Terry Leviathan,220,67
Terry Leviathan,1336,66
The Terrence,63,"67, 68"
The Terrence,1352,66
Theodor Larsson,644,"68, 69"
Theodor Larsson,1782,"65, 66"
Tom Pedersen,145,67
Tom Pedersen,1760,"65, 66"
Tommi Koivu,169,67
Tommi Koivu,1649,"64, 65, 66"
Tommy Thompson,54,67
Tommy Thompson,1629,"64, 65, 66"
Torsten Eriksen,136,"67, 68"
Torsten Eriksen,1763,"65, 66"
Toshiro Kojima,191,68
Toshiro Kojima,1365,66
Toxic Neutrality,318,"67, 68"
Toxic Neutrality,1710,66
Trap Zelenock,62,"67, 68, 69"
Trap Zelenock,1812,"65, 66"
Velociraptor Greg,670,69
Velociraptor Greg,1783,65
Victor Ball,293,"54, 55"
Victor Ball,556,53
Vyacheslav Shevchenko,1222,"73, 74, 75"
Vyacheslav Shevchenko,2859,"83, 84"
Wide Peepo Happy 3,170,67
Wide Peepo Happy 3,1581,"64, 65, 66"
Wile Coyote,120,54
Wile Coyote,254,"53, 55, 57, 58"
Wonada Jagrs,259,67
Wonada Jagrs,587,"68, 69, 70, 71"
Zoltan Topalo,412,53
Zoltan Topalo,445,"54, 55"
