name_fix,PlayerID,seasons
Domenic Alessandrini,532,54
Kian Hamilton Jr.,532,"56, 57, 58, 59, 60"
Jimmy Jimmy,565,"57, 58, 59"
Kai Ichinose,565,56
Ren-Ekelemchi Shimizu-Oko,573,"55, 57"
Ren-Ekelemchi Shimizu-Okoli,573,"56, 58, 59"
Ragnar-Alexandre Ragnarss,580,"55, 57"
Ragnar-Alexandre Ragnarsson-Tremblay,580,"56, 58, 59"
Vili Afalava,592,"55, 56"
Vili Tuga?tuga?bo?atu,592,"57, 58, 59, 60"
Niall Nails,614,58
Porg Garros,614,"60, 61, 62, 63"
Mikael Andersson,629,59
Wendolene Ramsbottom,629,"61, 62, 63, 64"
Kman George,659,58
Steve Collins,659,"60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85"
Alexander Rask,697,"61, 62, 63"
Brady Trussler,697,"66, 67"
Cormac P?naire,699,"58, 59"
Cormac Ponaire,699,"60, 61"
Matsmith Soderberg-Tremblay,872,"64, 65, 66, 67"
Petra Sabor,872,63
ANC EBUG,876,"62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85"
Remus Trimble,876,"58, 59, 60"
Max Pane,894,"62, 63, 64, 65"
Max Payne,894,61
Neal Turner,900,57
Videl Valor,900,"58, 59, 60, 61"
#A-Rye Izzy,922,57
A-Rye Izzy,922,"58, 59"
CAR EBUG,955,"62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84"
Dr.SquidBUG,955,85
Russell Rattie,955,"57, 58"
Cain Pooyak,1012,"76, 77"
Jimmy Tuesday,1012,"63, 64"
Petra Sabor,1043,"65, 66"
petra sabor,1043,64
August Von Hecht,1156,"66, 67, 68, 69"
David Ayres,1156,62
Steven Conners,1314,64
Steven Connors,1314,"65, 66, 67"
Emiko Spector,1345,"62, 63"
Isabella Bouchard,1345,"64, 65, 66, 67"
Andrea Morandi,1409,"76, 77, 78, 79, 80"
Connor Bedard,1409,70
Valerian Sauveterre,1439,63
Valérian Sauveterre,1439,"64, 65, 66"
Elena Maximova,1472,"69, 70, 71, 72"
Jimothee Penjiman,1472,"73, 74, 75, 76"
Poipe Coswi Jr,1482,66
Pope Coswi Jr,1482,"67, 68, 69"
Isumi Curtis,1493,65
Izumi Curtis,1493,"66, 68"
 Lea Cranberry,1500,"69, 70, 71"
Lea Cranberry,1500,72
Andre Santiago,1535,"83, 84, 85"
André Santiago,1535,"69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82"
Toasty,1590,"68, 69"
Toasty O'Bigbers,1590,67
Cain Pooyak,1680,"76, 77, 78, 79"
Timothy Jimothy,1680,"68, 69, 70, 71, 72, 73"
Shnopple Lopple,1721,73
shnopple lopple,1721,"70, 71, 72"
Kevin Kim,1851,"72, 73"
kevin kim,1851,"70, 71"
Blade Hunter,1908,78
Savva Kirik,1908,"75, 76, 77"
Artturi Lappalainen,1960,"72, 73, 74"
Arturri Lappalainen,1960,71
Olivija Agate,1996,"75, 76, 77"
Olivja Agate,1996,74
Silly Mctartersauce,2189,70
Sillysauce Mctartersauce,2189,"71, 72"
Conner Ray,2196,"75, 76, 77"
Connor Ray,2196,74
John Peanut,2233,"72, 75, 76"
Peanut,2233,"73, 74"
Eric Sosa,2259,"81, 82"
Smokin Jay Cutler,2259,"83, 84"
Dag-Otto Bjorn,2269,"73, 74"
Dag-Otto Bjorntjanst,2269,"72, 75"
Cob OCorn,2389,"74, 75, 76"
Cob O’Corn,2389,73
Meo Vanbiesbrouck,2560,"73, 74, 75, 76"
Nicholas Scalice,2560,72
Troy McClure III,2563,73
Troy McClure IIII,2563,"74, 75, 76"
 Trimiskev Artav,2605,74
Trimiskev Artav,2605,78
Alexandre Samson,2617,77
Dale Cooper,2617,"84, 85"
Joe Biggs,2697,"76, 77, 78"
joe biggs,2697,75
Florence-Amelie Mackenzie,2724,"81, 82"
Trent Mackenzie,2724,"79, 80"
Sean OConnor,2804,"74, 75"
Sean O’Connor,2804,73
Michael Rappaz-Creek,2819,76
Micheal Rappaz-Creek,2819,73
Throb Johnson,2906,84
Thron Johnson,2906,85
Hitlock Burrito,2922,80
hitlock burrito,2922,79
Artie Kuno,2928,"82, 83, 84, 85"
Campbell Fischermann,2928,"77, 78, 79, 80"
Josh Fewer,2955,"75, 76, 77"
Nostradamus,2955,78
Kobe Frobe,3030,79
Kobe frobe,3030,"76, 77, 78"
Alex ander,3144,79
alex ander,3144,77
Jiels,3193,"80, 81"
jiels,3193,79
Roquefort Cotswald,3230,"76, 77, 78"
Roquefort Cotswold,3230,79
Gina Pinard,3253,"76, 77, 78"
Paul Charron,3253,79
Ty Wells,3305,81
ty wells,3305,80
Oceane Soderberg-Tremblay,3380,83
Océane Söderberg-Tremblay,3380,"80, 81, 82"
 Barcus Juneau,3389,77
Barcus Juneau,3389,"78, 79, 80, 81"
Carrol Niedfeldt,3425,83
Carroll Niedfeldt,3425,84
Teemu Jarvinen,3438,"83, 84"
Teemu Järvinen,3438,"81, 82"
Ivan Ivanovitch,3534,"78, 79, 80, 81"
Thunderspeaker,3534,"82, 83, 84, 85"
Florian Ziegler,3574,"82, 83, 84, 85"
Ian Avery,3574,"78, 79, 80, 81"
Dejana Kaptina,3583,"78, 79, 80, 81"
Pride Tape,3583,"82, 83, 84, 85"
Ivanoff,3630,79
Pierre Quiroule,3630,"80, 81, 82"
