"PlayerID","TeamID","FranchiseID","LeagueID","SeasonID","First Name","Last Name","Nick Name","Height","Weight","DOB","Birthcity","Birthstate","Nationality_One","Nationality_Two","Nationality_Three"
"21","0","0","3","66"," ","Ronnie Pickering",,"74","225","2008-4-27","Hemel Hempstead","ENG","England",,
"21","0","0","3","67"," ","Ronnie Pickering",,"74","225","2006-5-3","Hullbridge","ENG","England",,
"22","0","0","3","67"," ","Jarrod Lakemore",,"74","215","2010-8-4","Liverpool","ENG","England",,
"22","0","0","3","68"," ","Jarrod Lakemore",,"74","215","2010-8-4","Liverpool","ENG","England",,
"22","0","0","3","69"," ","Jarrod Lakemore",,"74","215","2010-8-4","Liverpool","ENG","England",,
"23","0","0","3","67"," ","Viktor Hargreeves",,"76","211","2009-3-17","Dover","ENG","England",,
"23","0","0","3","68"," ","Viktor Hargreeves",,"76","211","2009-3-17","Dover","ENG","England",,
"23","0","0","3","69"," ","Viktor Hargreeves",,"76","211","2009-3-17","Dover","ENG","England",,
"23","0","0","3","70"," ","Viktor Hargreeves",,"76","211","2009-3-17","Dover","ENG","England",,
"24","0","0","3","56"," ","Pablo Salvatici",,"71","172","2001-7-6","Milan","LOM","Italy",,
"24","0","0","3","57"," ","Pablo Salvatici",,"71","172","2001-7-6","Milan","LOM","Italy",,
"24","0","0","3","58"," ","Pablo Salvatici",,"71","172","2001-7-6","Milan","LOM","Italy",,
"24","0","0","3","59"," ","Pablo Salvatici",,"71","172","2001-7-6","Milan","LOM","Italy",,
"29","0","0","3","67"," ","Billy Herrington",,"74","240","2010-1-29","North Babylon","NY","The United States",,
"32","0","0","3","55"," ","Kynwyl Pearce",,"70","205","2000-11-16","Swansea","WAL","Wales",,
"32","0","0","3","56"," ","Kynwyl Pearce",,"71","205","2000-11-16","Swansea","WAL","Wales",,
"32","0","0","3","57"," ","Kynwyl Pearce",,"71","205","2000-11-16","Swansea","WAL","Wales",,
"32","0","0","3","58"," ","Kynwyl Pearce",,"71","205","2000-11-16","Swansea","WAL","Wales",,
"32","0","0","3","67"," ","Marc Gorman",,"72","220","2010-5-19","Auburn","NY","The United States",,
"34","0","0","3","68"," ","Caleb Hayden",,"72","178","2006-8-28","Dennis","MA","Ireland",,
"37","0","0","3","70"," ","Chris Valentine",,"73","197","2009-10-19","Traverse City","MI","The United States",,
"61","0","0","3","69"," ","Kyle Murray",,"77","204","2007-4-12","East Patchogue","NY","The United States",,
"66","0","0","3","54"," ","Peter Ramsey",,"74","212","2000-10-31","Reading","ENG","England",,
"66","0","0","3","55"," ","Peter Ramsey",,"74","212","2000-10-31","Reading","ENG","England",,
"66","0","0","3","56"," ","Peter Ramsey",,"74","212","2000-10-31","Reading","ENG","England",,
"66","0","0","3","57"," ","Peter Ramsey",,"74","212","2000-10-31","Reading","ENG","England",,
"69","0","0","3","53"," ","Cillian Kavanagh",,"76","205","2000-11-24","Dublin","DUB","Ireland",,
"74","0","0","3","56"," ","Ruggs McOoooh",,"73","201","2000-3-20","Heath","TX","The United States",,
"74","0","0","3","57"," ","Ruggs McOoooh",,"73","201","2000-3-20","Heath","TX","The United States",,
"74","0","0","3","58"," ","Ruggs McOoooh",,"73","201","2000-3-20","Heath","TX","The United States",,
"74","0","0","3","59"," ","Ruggs McOoooh",,"73","201","2000-3-20","Heath","TX","The United States",,
"93","0","0","3","54"," ","Alexander Roach",,"75","200","2000-5-17","Rochester Hills","MI","The United States",,
"93","0","0","3","55"," ","Alexander Roach",,"75","200","2000-5-17","Rochester Hills","MI","The United States",,
"98","0","0","3","57"," ","Brian Davenport",,"74","205","1991-2-15","Eastbourne","ENG","England",,
"98","0","0","3","58"," ","Brian Davenport",,"74","205","1991-2-15","Eastbourne","ENG","England",,
"98","0","0","3","59"," ","Brian Davenport",,"74","205","1991-2-15","Eastbourne","ENG","England",,
"98","0","0","3","60"," ","Brian Davenport",,"74","205","1991-2-15","Eastbourne","ENG","England",,
"103","0","0","3","60"," ","Sven Svechnikov",,"70","200","2000-3-20","Stockholm","STO","Sweden",,
"103","0","0","3","61"," ","Sven Svechnikov",,"70","200","2000-3-20","Stockholm","STO","Sweden",,
"105","0","0","3","56"," ","Chad Alfa",,"76","230","2000-11-24","Swords","DUB","Ireland",,
"113","0","0","3","54"," ","Patrik Money",,"74","205","2000-3-23","Dublin","DUB","Ireland",,
"113","0","0","3","55"," ","Patrik Money",,"74","205","2000-3-23","Dublin","DUB","Ireland",,
"113","0","0","3","56"," ","Patrik Money",,"74","205","2000-3-23","Dublin","DUB","Ireland",,
"113","0","0","3","57"," ","Patrik Money",,"74","205","2000-3-23","Dublin","DUB","Ireland",,
"113","0","0","3","58"," ","Patrik Money",,"74","205","2000-3-23","Dublin","DUB","Ireland",,
"122","0","0","3","56"," ","Cian McFelter",,"72","206","2000-2-19","Dublin","DUB","Ireland",,
"122","0","0","3","57"," ","Cian McFelter",,"72","206","2000-2-19","Dublin","DUB","Ireland",,
"122","0","0","3","58"," ","Cian McFelter",,"72","206","2000-2-19","Dublin","DUB","Ireland",,
"154","0","0","3","53"," ","Patric Twist",,"74","235","2000-2-10","Dublin","DUB","Ireland",,
"154","0","0","3","54"," ","Patric Twist",,"74","235","2000-2-10","Dublin","DUB","Ireland",,
"154","0","0","3","55"," ","Patric Twist",,"74","235","2000-2-10","Dublin","DUB","Ireland",,
"164","0","0","3","70"," ","4 Chainz",,"77","195","2011-3-1","Bakersfield","CA","The United States",,
"185","0","0","3","53"," ","Rhys Pritchard",,"75","215","2000-1-31","London","ENG","England",,
"185","0","0","3","54"," ","Rhys Pritchard",,"75","215","2000-1-31","London","ENG","England",,
"191","0","0","3","59"," ","Uthred Ragnarsson",,"75","220","2000-11-17","Chicago","IL","The United States",,
"191","0","0","3","60"," ","Uthred Ragnarsson",,"75","220","2000-11-17","Chicago","IL","The United States",,
"205","0","0","3","66"," ","Nino Di Giuseppe",,"72","200","2010-11-15","Chiasso","TI","Switzerland",,
"215","0","0","3","71"," ","FITTED *PRIMETIME99"" CUDDLES",,"78","227","2010-4-30","Pittsburgh","PA","Finland",,
"218","0","0","3","55"," ","Josh Dolphin",,"72","200","2000-11-22","Swindon","ENG","England",,
"218","0","0","3","56"," ","Josh Dolphin",,"72","200","2000-11-22","Swindon","ENG","England",,
"218","0","0","3","57"," ","Josh Dolphin",,"72","200","2000-11-22","Swindon","ENG","England",,
"218","0","0","3","58"," ","Josh Dolphin",,"72","200","2000-11-22","Swindon","ENG","England",,
"226","0","0","3","68"," ","Erik Bergmark",,"73","175","2009-3-18","Berlin","BER","Ireland",,
"226","0","0","3","69"," ","Erik Bergmark",,"73","175","2009-3-18","Berlin","BER","Ireland",,
"226","0","0","3","70"," ","Erik Bergmark",,"73","175","2009-3-18","Berlin","BER","Ireland",,
"228","0","0","3","57"," ","Greg Davies",,"80","240","1990-3-6","Wem","ENG","England",,
"228","0","0","3","58"," ","Greg Davies",,"80","240","1990-3-6","Wem","ENG","England",,
"228","0","0","3","59"," ","Greg Davies",,"80","240","1990-3-6","Wem","ENG","England",,
"228","0","0","3","60"," ","Greg Davies",,"80","240","1990-3-6","Wem","ENG","England",,
"233","0","0","3","54"," ","Leo Bloomfield",,"69","150","2000-5-1","York","ENG","England",,
"233","0","0","3","55"," ","Leo Bloomfield",,"69","150","2000-5-1","York","ENG","England",,
"233","0","0","3","56"," ","Leo Bloomfield",,"69","150","2000-5-1","York","ENG","England",,
"233","0","0","3","57"," ","Leo Bloomfield",,"69","150","2000-5-1","York","ENG","England",,
"240","0","0","3","53"," ","Guy O'Shea",,"75","220","2000-12-24","Dublin","DUB","Ireland",,
"240","0","0","3","54"," ","Guy O'Shea",,"75","220","2000-12-24","Dublin","DUB","Ireland",,
"244","0","0","3","53"," ","Frederick Wanesly",,"76","220","2000-5-12","London","ENG","England",,
"244","0","0","3","54"," ","Frederick Wanesly",,"76","220","2000-5-12","London","ENG","England",,
"244","0","0","3","55"," ","Frederick Wanesly",,"76","220","2000-5-12","London","ENG","England",,
"260","0","0","3","53"," ","Edward Williams",,"74","205","2000-10-30","London","ENG","England",,
"260","0","0","3","54"," ","Edward Williams",,"74","205","2000-10-30","London","ENG","England",,
"260","0","0","3","55"," ","Edward Williams",,"74","205","2000-10-30","London","ENG","England",,
"265","0","0","3","53"," ","Elizabeth Doyle",,"69","176","2000-4-10","Dublin","DUB","Ireland",,
"272","0","0","3","54"," ","Harry Walker",,"76","230","2000-6-14","Birmingham","ENG","England",,
"272","0","0","3","55"," ","Harry Walker",,"76","230","2000-6-14","Birmingham","ENG","England",,
"287","0","0","3","68"," ","Klases Ashford",,"73","200","2010-12-12","Brisbane","QLD","The United States",,
"297","0","0","3","57"," ","Vincent Mietitore",,"73","192","1998-6-18","London","ENG","England",,
"297","0","0","3","58"," ","Vincent Mietitore",,"73","192","1998-6-18","London","ENG","England",,
"297","0","0","3","59"," ","Vincent Mietitore",,"73","192","1998-6-18","London","ENG","England",,
"303","0","0","3","54"," ","Hennesey-Gallchobhar O'Mc",,"71","225","2000-6-7","London","ENG","England",,
"303","0","0","3","55"," ","Hennesey-Gallchobhar O'Mc",,"71","225","2000-6-7","London","ENG","England",,
"320","0","0","3","53"," ","Velveteen Dream",,"76","225","2000-1-23","Urbandale","IA","Ireland","The United States",
"320","0","0","3","54"," ","Keith Lee",,"76","225","2000-1-23","Urbandale","IA","Ireland","The United States",
"341","0","0","3","53"," ","Matthew Sawful",,"75","190","2000-2-11","Chicago","IL","The United States",,
"341","0","0","3","54"," ","Matthew Sawful",,"75","190","2000-2-11","Chicago","IL","The United States",,
"341","0","0","3","55"," ","Matthew Sawful",,"75","190","2000-2-11","Chicago","IL","The United States",,
"341","0","0","3","56"," ","Matthew Sawful",,"75","190","2000-2-11","Chicago","IL","The United States",,
"341","0","0","3","57"," ","Matthew Sawful",,"75","190","2000-2-11","Chicago","IL","The United States",,
"369","0","0","3","57"," ","Robert Feltersnatch",,"73","207","2000-11-25","Toronto","ON","Canada",,
"369","0","0","3","58"," ","Robert Feltersnatch",,"73","207","2000-11-25","Toronto","ON","Canada",,
"369","0","0","3","59"," ","Robert Feltersnatch",,"73","207","2000-11-25","Toronto","ON","Canada",,
"373","0","0","3","54"," ","Jed Mosley Jr",,"74","210","2000-5-23","Chicago","IL","The United States","England",
"384","0","0","3","56"," ","Patrick Shepherd",,"73","202","2000-5-31","Fair Lawn","NJ","The United States",,
"387","0","0","3","53"," ","Gavin Wallace",,"72","170","2000-3-23","Glasgow","SCO","Scotland",,
"408","0","0","3","66"," ","James Lutz",,"74","210","2010-8-16","Pittsburgh","PA","The United States",,
"409","0","0","3","68"," ","Liam Logger",,"75","222","2010-3-9","Asbestos","QC","Ireland",,
"409","0","0","3","69"," ","Liam Logger",,"75","222","2009-2-3","Asbestos","QC","Canada",,
"409","0","0","3","70"," ","Liam Logger",,"75","222","2009-2-3","Asbestos","QC","Canada",,
"416","0","0","3","53"," ","Bobby Bergen",,"75","217","2000-4-22","Cambridge","ENG","England",,
"416","0","0","3","54"," ","Bobby Bergen",,"75","217","2000-4-22","Cambridge","ENG","England",,
"433","0","0","3","69"," ","Brenden Laroux",,"76","224","2008-10-2","Sainte-Verge","POI","France",,
"436","0","0","3","53"," ","Adam Friedland",,"83","300","2000-9-17","London","ENG","England",,
"436","0","0","3","54"," ","Adam Friedland",,"83","300","2000-9-17","London","ENG","England",,
"436","0","0","3","55"," ","Adam Friedland",,"83","300","2000-9-17","London","ENG","England",,
"436","0","0","3","56"," ","Adam Friedland",,"83","300","2000-9-17","London","ENG","England",,
"439","0","0","3","66"," ","Finn Brandt",,"73","200","2010-12-7","Munich","BAV","Germany",,
"451","0","0","3","54"," ","Dee Centerman IV",,"75","240","2000-10-28","Portsmouth","ENG","England",,
"451","0","0","3","55"," ","Dee Centerman IV",,"75","240","2000-10-28","Portsmouth","ENG","England",,
"453","0","0","3","69"," ","Klaes Ashford",,"73","200","2010-10-31","Brisbane","QLD","Australia",,
"453","0","0","3","70"," ","Klaes Ashford",,"73","200","2010-10-31","Brisbane","QLD","Australia",,
"453","0","0","3","71"," ","Klaes Ashford",,"73","200","2010-10-31","Brisbane","QLD","Australia",,
"456","0","0","3","58"," ","Mikael Koskinen",,"74","195","2000-7-15","Philadelphia","PA","The United States",,
"459","0","0","3","68"," ","Ignacio Garza",,"77","227","2009-10-15","Jurupa Valley","CA","Ireland",,
"459","0","0","3","69"," ","Ignacio Garza",,"77","227","2009-10-15","Jurupa Valley","CA","Ireland",,
"459","0","0","3","70"," ","Ignacio Garza",,"77","227","2009-10-15","Jurupa Valley","CA","Ireland",,
"461","0","0","3","53"," ","Bryce McMahon",,"71","193","2000-6-21","Leeds","ENG","England",,
"461","0","0","3","54"," ","Bryce McMahon",,"71","193","2000-6-21","Leeds","ENG","England",,
"461","0","0","3","55"," ","Bryce McMahon",,"71","193","2000-6-21","Leeds","ENG","England",,
"461","0","0","3","56"," ","Bryce McMahon",,"71","193","2000-6-21","Leeds","ENG","England",,
"463","0","0","3","58"," ","Jay Sink",,"72","190","2001-10-26","London","ENG","England",,
"463","0","0","3","59"," ","Jay Sink",,"72","190","2001-10-26","London","ENG","England",,
"463","0","0","3","60"," ","Jay Sink",,"72","190","2001-10-26","London","ENG","England",,
"463","0","0","3","61"," ","Jay Sink",,"72","190","2001-10-26","London","ENG","England",,
"469","0","0","3","58"," ","Angus McFife XVIII",,"76","222","2002-6-22","Dundee","SCO","Scotland",,
"469","0","0","3","59"," ","Angus McFife XVIII",,"76","222","2002-6-22","Dundee","SCO","Scotland",,
"479","0","0","3","59"," ","Shane Duffy Jr.",,"80","275","2002-1-19","Cork","COR","Ireland",,
"479","0","0","3","60"," ","Shane Duffy Jr.",,"80","275","2002-1-19","Cork","COR","Ireland",,
"479","0","0","3","61"," ","Shane Duffy Jr.",,"80","275","2002-1-19","Cork","COR","Ireland",,
"481","0","0","3","55"," ","Hanke's Spride",,"74","200","2001-9-7","Wales","ENG","England",,
"486","0","0","3","55"," ","Grandmaster Funk",,"72","190","2000-4-26","Belfast","NOR","Ireland",,
"486","0","0","3","56"," ","Grandmaster Funk",,"72","190","2000-4-26","Belfast","NOR","Ireland",,
"486","0","0","3","57"," ","Grandmaster Funk",,"72","190","2000-4-26","Belfast","NOR","Ireland",,
"490","0","0","3","59"," ","Daud Ramza",,"72","205","2001-10-24","London","ENG","England",,
"490","0","0","3","60"," ","Daud Ramza",,"72","205","2001-10-24","London","ENG","England",,
"490","0","0","3","61"," ","Daud Ramza",,"72","205","2001-10-24","London","ENG","England",,
"497","0","0","3","56"," ","Stan Q. Next",,"74","220","2001-10-11","Santo Domingo","DIS","Dominican Republi",,
"497","0","0","3","57"," ","Stan Q. Next",,"74","220","2001-10-11","Santo Domingo","DIS","Dominican Republi",,
"497","0","0","3","58"," ","Stan Q. Next",,"74","220","2001-10-11","Santo Domingo","DIS","Dominican Republi",,
"502","0","0","3","60"," ","Jack Nishimori",,"72","205","2002-5-6","London","ENG","England",,
"502","0","0","3","61"," ","Jack Nishimori",,"72","205","2002-5-6","London","ENG","England",,
"510","0","0","3","60"," ","Robert Black",,"72","188","2001-11-27","Edinburgh","SCO","Scotland",,
"510","0","0","3","61"," ","Robert Black",,"72","188","2001-11-27","Edinburgh","SCO","Scotland",,
"512","0","0","3","55"," ","Ren-Ekelemchi Ahimizu-Oko",,"76","224","2000-2-17","Sheffield","ENG","England",,
"512","0","0","3","57"," ","Ren-Ekelemchi Ahimizu-Oko",,"76","224","2000-2-17","Sheffield","ENG","England",,
"512","0","0","3","58"," ","Ren-Ekelemchi Ahimizu-Okoll",,"76","224","2000-2-17","Sheffield","ENG","England",,
"519","0","0","3","56"," ","Adrian Ayers",,"74","211","2002-4-17","Ayr","SCO","Scotland",,
"519","0","0","3","57"," ","Adrian Ayers",,"74","211","2002-4-17","Ayr","SCO","Scotland",,
"519","0","0","3","58"," ","Adrian Ayers",,"74","211","2002-4-17","Ayr","SCO","Scotland",,
"546","0","0","3","57"," ","Valstislav Malik",,"77","227","2000-2-17","Brno","JHM","Czech Republic",,
"546","0","0","3","58"," ","Valstislav Malik",,"77","227","2000-2-17","Brno","JHM","Czech Republic",,
"546","0","0","3","59"," ","Valstislav Malik",,"77","227","2000-2-17","Brno","JHM","Czech Republic",,
"558","0","0","3","53"," ","Liam Slate",,"73","185","2000-5-14","Newport","WAL","Wales",,
"558","0","0","3","54"," ","Liam Slate",,"73","185","2000-5-14","Newport","WAL","Wales",,
"558","0","0","3","55"," ","Liam Slate",,"73","185","2000-5-14","Newport","WAL","Wales",,
"558","0","0","3","56"," ","Liam Slate",,"73","185","2000-5-14","Newport","WAL","Wales",,
"558","0","0","3","57"," ","Liam Slate",,"73","185","2000-5-14","Newport","WAL","Wales",,
"559","0","0","3","53"," ","Ginger McAlester",,"70","198","2000-8-27","Ballymena","NOR","Ireland",,
"560","0","0","3","53"," ","William Reynolds",,"75","215","2000-7-30","Manchester","ENG","England",,
"561","0","0","3","53"," ","Jax Gracie",,"71","200","2000-6-2","Birmingham","ENG","England",,
"563","0","0","3","53"," ","Matthew  Forrester",,"70","205","2000-5-16","Kirkcaldy","SCO","Scotland",,
"563","0","0","3","54"," ","Matthew  Forrester",,"71","205","2000-5-16","Kirkcaldy","SCO","Scotland",,
"563","0","0","3","55"," ","Matthew  Forrester",,"71","205","2000-5-16","Kirkcaldy","SCO","Scotland",,
"563","0","0","3","56"," ","Matthew  Forrester",,"71","205","2000-5-16","Kirkcaldy","SCO","Scotland",,
"573","0","0","3","59"," ","Ty Murphy",,"68","190","2003-4-28","Seattle","WA","Ireland",,
"573","0","0","3","60"," ","Ty Murphy",,"68","190","2003-4-28","Seattle","WA","Ireland",,
"573","0","0","3","61"," ","Ty Murphy",,"68","190","2003-4-28","Seattle","WA","Ireland",,
"581","0","0","3","59"," ","Maverick Seabrook",,"75","220","2003-2-11","Cincinnati","OH","England",,
"581","0","0","3","60"," ","Maverick Seabrook",,"75","220","2003-2-11","Cincinnati","OH","England",,
"581","0","0","3","61"," ","Maverick Seabrook",,"75","220","2003-2-11","Cincinnati","OH","England",,
"581","0","0","3","62"," ","Maverick Seabrook",,"75","220","2003-2-11","Cincinnati","OH","England",,
"588","0","0","3","59"," ","Willie Macdougal",,"72","204","2003-5-22","Benson","UT","The United States",,
"598","0","0","3","60"," ","Ragnar Ragnarsson",,"74","215","2003-6-4","Baker City","OR","England",,
"599","0","0","3","61"," ","Lewis HamiltonIsBlessed",,"75","222","2004-5-11","McColl","SC","England",,
"599","0","0","3","62"," ","Lewis HamiltonIsBlessed",,"75","222","2004-5-11","McColl","SC","England",,
"599","0","0","3","63"," ","Lewis HamiltonIsBlessed",,"75","222","2004-5-11","McColl","SC","England",,
"599","0","0","3","64"," ","Lewis HamiltonIsBlessed",,"75","222","2004-5-11","McColl","SC","England",,
"601","0","0","3","56"," ","Bas O'Bigbers",,"71","170","2003-6-25","Swords","DUB","Ireland",,
"601","0","0","3","57"," ","Bas O'Bigbers",,"71","170","2003-6-25","Swords","DUB","Ireland",,
"601","0","0","3","58"," ","Bas O'Bigbers",,"71","170","2003-6-25","Swords","DUB","Ireland",,
"601","0","0","3","59"," ","Bas O'Bigbers",,"71","170","2003-6-25","Swords","DUB","Ireland",,
"605","0","0","3","61"," ","Lev Lebedev",,"72","200","2002-8-20","Budd Lake","NJ","Russia",,
"605","0","0","3","62"," ","Lev Lebedev",,"72","200","2002-8-20","Budd Lake","NJ","England",,
"607","0","0","3","60"," ","Doug Glatt",,"74","220","2003-2-20","Knoxville","TN","Scotland",,
"607","0","0","3","62"," ","Doug Glatt",,"74","220","2006-7-8","Edinburgh","SCO","Scotland",,
"624","0","0","3","61"," ","Brick Wall",,"68","175","2004-6-14","Albany","NY","Ireland",,
"624","0","0","3","62"," ","Brick Wall",,"68","175","2004-6-14","Albany","NY","Ireland",,
"624","0","0","3","63"," ","Brick Wall",,"68","175","2004-6-14","Albany","NY","Ireland",,
"629","0","0","3","61"," ","Stephan Gill",,"74","180","2004-4-29","Repton","ENG","England",,
"629","0","0","3","62"," ","Stephan Gill",,"74","180","2004-4-29","Repton","ENG","England",,
"629","0","0","3","63"," ","Stephan Gill",,"74","180","2004-4-29","Repton","ENG","England",,
"629","0","0","3","64"," ","Stephan Gill",,"74","180","2004-4-29","Repton","ENG","England",,
"631","0","0","3","57"," ","Robert E.O. Speedwagon",,"70","195","2003-6-29","London","ENG","England",,
"631","0","0","3","59"," ","Robert E.O. Speedwagon",,"71","195","2003-6-29","London","ENG","England",,
"631","0","0","3","60"," ","Robert E.O. Speedwagon",,"71","195","2003-6-29","London","ENG","England",,
"631","0","0","3","61"," ","Robert E.O. Speedwagon",,"71","195","2003-6-29","London","ENG","England",,
"632","0","0","3","68"," ","James Ward-Prowse",,"75","225","2011-1-31","Southampton","ENG","England",,
"632","0","0","3","69"," ","James Ward-Prowse",,"75","225","2011-1-31","Southampton","ENG","England",,
"632","0","0","3","70"," ","James Ward-Prowse",,"75","225","2011-1-31","Southampton","ENG","England",,
"632","0","0","3","71"," ","James Ward-Prowse",,"75","225","2011-1-31","Southampton","ENG","England",,
"632","0","0","3","72"," ","James Ward-Prowse",,"75","225","2011-1-31","Southampton","ENG","England",,
"633","0","0","3","71"," ","Jack McCarthy",,"74","212","2011-9-16","Chicago","IL","The United States",,
"634","0","0","3","57"," ","Billy Broooks",,"76","240","2004-2-19","Dublin","DUB","England",,
"634","0","0","3","58"," ","Billy Brooks",,"76","240","2004-2-19","Dublin","DUB","England",,
"634","0","0","3","59"," ","Billy Brooks",,"76","240","2004-2-19","Dublin","DUB","England",,
"634","0","0","3","60"," ","Billy Brooks",,"76","240","2004-2-19","Dublin","DUB","England",,
"642","0","0","3","61"," ","Wendolene Ramsbottom",,"78","229","2004-7-1","Wigan","ENG","England",,
"642","0","0","3","62"," ","Wendolene Ramsbottom",,"78","229","2004-7-1","Wigan","ENG","England",,
"642","0","0","3","63"," ","Wendolene Ramsbottom",,"78","229","2004-7-1","Wigan","ENG","England",,
"642","0","0","3","64"," ","Wendolene Ramsbottom",,"78","229","2004-7-1","Wigan","ENG","England",,
"643","0","0","3","70"," ","Grisha Uskjal",,"77","220","2013-3-21","Ashland","MA","The United States",,
"643","0","0","3","71"," ","Grisha Uskjal",,"77","220","2013-3-21","Ashland","MA","The United States","England",
"643","0","0","3","72"," ","Grisha Uskjal",,"77","220","2013-3-21","Ashland","MA","The United States","England",
"651","0","0","3","70"," ","Shorsey Wobet",,"71","215","2013-4-8","Jacksonville","NY","The United States",,
"651","0","0","3","71"," ","Shorsey Wobet",,"71","215","2013-4-8","Jacksonville","NY","The United States",,
"651","0","0","3","72"," ","Shorsey Wobet",,"71","215","2013-4-8","Jacksonville","NY","The United States",,
"660","0","0","3","65"," ","Velký Muž",,"80","285","2003-11-8","Honolulu","HI","Czech Republic",,
"660","0","0","3","70"," ","George Walsh",,"78","215","2011-12-17","Wexford","WEX","Ireland",,
"670","0","0","3","61"," ","Bilbo Baggins",,"61","151","2004-2-10","Valley Stream","NY","Ireland",,
"675","0","0","3","69"," ","Ryan McKennedy",,"74","200","2011-4-3","Longford","LON","Ireland",,
"675","0","0","3","71"," ","Ryan McKennedy",,"74","200","2011-4-3","Longford","LON","Ireland",,
